"tid";"accession"
12388;"Q9Y2R2"
101207;"P14210"
109565;"O15527"
105944;"P9WHB7"
105508;"P17787"
108017;"P46952"
105704;"Q06203"
101453;"Q9EQU3"
11203;"O70536"
103871;"Q939N4"
10042;"P08703"
103943;"Q9ZHK8"
102617;"P56073"
103688;"P15428"
107878;"Q9Y478"
103610;"Q7T838"
105361;"P97924"
120;"P31213"
10355;"P51050"
101462;"O95271"
104765;"P41145"
11316;"P19021"
109443;"Q868D6"
10382;"Q8CJF4"
11697;"Q8TCG2"
116887;"Q15349"
109454;"Q8WVY7"
103462;"P26918"
104689;"P10063"
10926;"P15086"
105216;"P41229"
104301;"P62813"
105769;"P42685"
103721;"P0CY54"
104818;"O54937"
105830;"P0A7P5"
104766;"P68363"
116670;"Q8VEB1"
103893;"D6NSM8"
109668;"O14965"
100857;"Q8TDU6"
283;"P51649"
11668;"P19493"
109734;"Q9IP65"
20127;"P80365"
109686;"P51869"
105376;"P48500"
104411;"Q9M9Z2"
104281;"P04757"
104960;"P05106"
109086;"Q9U940"
10657;"P49892"
105018;"P15735"
108300;"P00380"
105617;"P46092"
10628;"P31388"
106616;"P26294"
105708;"P22460"
104827;"Q9WTR4"
105461;"Q9HB40"
100637;"P16662"
12790;"P28088"
106075;"Q2FW10"
30021;"P54764"
106198;"E0V9R7"
104728;"P30556"
100795;"Q02844"
116855;"Q9HAU8"
10565;"P04073"
10348;"P85973"
116815;"P08987"
100850;"Q8IWQ3"
10144;"P13497"
105734;"Q13936"
116900;"P70288"
103537;"O15151"
103676;"Q8TDD5"
105024;"P30542"
10287;"P01590"
100264;"P00829"
105832;"P66360"
109457;"Q08289"
12863;"Q61614"
105418;"Q2NL51"
109677;"O75845"
102674;"Q6UWV6"
10222;"Q9NQW7"
104844;"P54619"
105013;"P08254"
109865;"I6YFP0"
104440;"Q09429"
104743;"P18825"
30025;"Q13153"
116772;"P59071"
11271;"Q8NCG5"
100141;"P16333"
104068;"Q86VL8"
107890;"P35222"
109427;"Q9QWJ9"
19672;"Q6P7A9"
11000;"Q9EPX4"
104511;"P49885"
11009;"Q27963"
101511;"Q9H9Q2"
105076;"P30926"
105832;"P66603"
116766;"Q9H160"
103572;"Q96B36"
104714;"A5X5Y0"
196;"P06729"
105760;"O95182"
101229;"Q8NI60"
102414;"Q2NNR5"
100878;"Q99873"
100790;"Q92630"
18036;"P13866"
103530;"P20917"
104841;"P08908"
109557;"C0HJB3"
105761;"Q13370"
107907;"P42260"
11795;"Q08462"
107623;"P41212"
109785;"O15123"
104313;"Q13523"
105830;"P68919"
105944;"P9WH85"
101212;"P14743"
101577;"P03377"
104006;"Q99549"
106727;"Q4W6C8"
10686;"P05363"
10309;"Q01827"
104293;"P13612"
10440;"P80298"
106197;"Q99436"
12898;"P42891"
19659;"Q8ZLS1"
104784;"P41595"
102801;"Q4U2W2"
105830;"P0ADY3"
106729;"O18531"
11242;"Q05397"
103045;"P04117"
107610;"P19550"
14053;"P63640"
105034;"P31424"
104184;"A5A8K3"
107912;"Q9UHD2"
102445;"Q9UKK3"
104891;"P30926"
10576;"P19327"
104904;"P31644"
109935;"P07141"
12672;"P27926"
101041;"Q6DT37"
108288;"Q91X44"
109934;"P49616"
103838;"P80456"
104864;"P00772"
109603;"W8T2T2"
102782;"Q9H6P5"
12923;"Q8N1Q1"
11815;"Q9HCG7"
11324;"P07814"
10931;"P01130"
105832;"P0A496"
108376;"P48061"
109512;"P01501"
100671;"O70370"
105065;"Q02763"
12844;"P51993"
103818;"P0A4A3"
103071;"O54798"
108255;"P61813"
13029;"Q9Y2Q3"
104815;"Q00788"
59;"P10827"
100214;"O31211"
100877;"Q8WTS6"
12947;"Q00535"
30019;"P54756"
106726;"Q7SIF6"
12798;"P10746"
104865;"P26432"
12242;"Q6P7Q4"
224;"Q9BQB6"
10407;"Q29463"
105077;"Q9QZN9"
11570;"P17405"
105045;"P31645"
114873;"P43626"
104735;"Q01064"
104873;"Q920H4"
100339;"P31648"
12130;"P12928"
103864;"Q7BI95"
107669;"P58307"
102859;"Q9QZX7"
10559;"P04775"
20081;"P16110"
103467;"P03433"
106001;"Q9HWD9"
103705;"C3TRK2"
107616;"Q9HX69"
10707;"P46197"
100644;"P14900"
107998;"O15164"
104838;"P30191"
105497;"Q9Y4L1"
100570;"Q9RK76"
100325;"Q16665"
104744;"P19327"
104690;"P49356"
101108;"P10499"
106715;"P52902"
105571;"Q9N2B7"
106001;"Q9HTN8"
101107;"P10481"
104169;"O94782"
13061;"P18031"
116897;"Q6PEY2"
105944;"P9WHB9"
12525;"O35795"
109085;"P17644"
11910;"Q13946"
194;"P00742"
11259;"P21450"
107964;"Q9TSZ3"
101348;"P51817"
108036;"O33853"
105633;"Q86Y97"
10453;"P35406"
109452;"Q9NP77"
109547;"Q16552"
73;"P14679"
116822;"O15540"
103591;"Q86SK9"
114876;"Q9GZX6"
102552;"P54616"
10303;"P49810"
105643;"Q63008"
109556;"P24524"
12723;"P16109"
109697;"Q92813"
106175;"Q9HB55"
100462;"Q27744"
11555;"Q95254"
105737;"Q07864"
104249;"Q9IGQ6"
104003;"Q96LD8"
11742;"P00560"
104814;"P35228"
116664;"B2RXC2"
104650;"P53987"
13024;"P30875"
103062;"Q8WTQ7"
17003;"Q5EM56"
104755;"P49884"
106167;"P39060"
109978;"Q5HPI5"
102458;"Q72502"
10733;"P04062"
12523;"P98077"
10110;"Q60631"
105649;"Q16875"
20146;"Q58DH9"
11583;"P15101"
107883;"Q9UGI9"
102928;"P43245"
101052;"Q9Y5S1"
108373;"P21781"
102426;"P43094"
104874;"P16499"
109894;"Q9R0W5"
102588;"P11838"
103946;"P62744"
106623;"P55826"
104074;"O14880"
100996;"Q14807"
105944;"P9WH45"
106075;"Q2FXT0"
105392;"Q9WVE8"
102874;"P9WIB9"
100119;"Q00175"
104975;"P21451"
108143;"Q6ZN18"
105062;"O89084"
103854;"P01138"
100660;"P04191"
11082;"P49137"
105681;"Q9UP38"
116760;"Q9GT49"
142;"P43116"
104692;"P12390"
102872;"P9WMF9"
109486;"Q5HEN6"
105732;"Q51504"
104682;"Q92731"
102658;"P56937"
20060;"P07901"
103457;"Q9Y2H9"
116683;"Q14469"
104838;"P63138"
106075;"Q2FW29"
106204;"Q9UQC9"
104992;"P41595"
102886;"P00563"
105062;"Q01063"
109541;"Q8BZ39"
102860;"P48776"
101124;"Q533H1"
10955;"P03120"
12240;"Q63704"
101094;"Q6R3M4"
109769;"P26535"
11235;"Q9Z2V5"
106653;"Q94IG7"
100312;"Q8MTZ4"
10871;"Q96G91"
104024;"P41001"
106166;"P11047"
11854;"Q8WWR8"
7;"P0ABQ4"
104890;"Q16602"
105830;"P0A7U7"
103063;"P42346"
100780;"P03962"
10007;"P20248"
101182;"Q86YV6"
109584;"O14793"
105832;"Q8CWR5"
17108;"P98140"
104707;"Q14432"
101143;"Q82323"
106001;"Q9HVY2"
105708;"Q9NS40"
105769;"P51451"
103510;"Q01314"
10978;"P28300"
11892;"P07742"
104912;"P36507"
106176;"A0A1I7W5G9"
108383;"Q5GSR3"
100104;"Q13418"
104221;"O35744"
12353;"Q8NBP7"
10693;"P06280"
107886;"P04756"
10463;"P21236"
104528;"O60282"
104792;"P03956"
106719;"P49880"
105673;"P96471"
105507;"Q16665"
11518;"P20417"
11134;"P18054"
105059;"P18507"
104467;"O15519"
108143;"Q92800"
12056;"Q06278"
106082;"P66235"
102804;"Q9NJG8"
10140;"P06239"
116877;"Q4QXU5"
12711;"Q9NZ42"
11528;"P79266"
11035;"Q95323"
11027;"P13444"
105593;"Q8I6E4"
105944;"P9WHD3"
101428;"P27028"
106659;"Q9SPL6"
10402;"P25023"
106197;"O14818"
101214;"P15127"
10146;"Q9Y237"
10451;"P03355"
20171;"Q9UQB9"
108124;"P05556"
102551;"P00651"
104779;"P30542"
104912;"Q02750"
101433;"P57059"
11356;"P48775"
116831;"Q9UK05"
105061;"P00328"
108390;"P70619"
17063;"P20789"
11399;"P00750"
106197;"P25788"
100240;"O54698"
101605;"Q9NWT8"
104280;"Q8ZEY1"
105832;"Q8CWM8"
106082;"Q9A1X2"
13074;"P54098"
12060;"Q9P2J5"
12235;"P07727"
109450;"Q79EC5"
116118;"P49767"
11628;"P35790"
105708;"Q9UJ96"
116901;"O54833"
11729;"P09038"
101401;"Q99LR1"
104712;"P47869"
116805;"P17599"
10691;"P40394"
180;"P62937"
108406;"O60674"
17050;"P08236"
101345;"P51686"
104594;"P9WIC1"
100454;"Q965D7"
105055;"P42336"
11596;"Q9Y345"
104491;"A0QVH7"
18047;"P49366"
104939;"P35968"
104760;"Q9WTR4"
104089;"Q9Y4X1"
104780;"P19643"
101364;"Q99489"
104417;"Q183M8"
116360;"Q14118"
43;"P07550"
104794;"P25099"
109604;"P78380"
105734;"Q01668"
104878;"P51828"
109787;"P29965"
10942;"P27144"
104713;"P25099"
103828;"Q5TIX5"
104694;"P25095"
11843;"Q15349"
104995;"P27487"
12226;"A3EZI9"
10371;"Q13163"
101349;"P51957"
101298;"P49144"
109882;"O95453"
228;"Q72547"
107980;"P05982"
100036;"O30463"
104522;"P70623"
103575;"Q9JJJ7"
116869;"P55210"
109685;"P20814"
10354;"P40220"
101004;"Q63844"
103161;"P04004"
105015;"Q63421"
104120;"P33242"
102851;"P41593"
105706;"Q9IF40"
102739;"O95267"
105760;"Q9UI09"
104841;"Q70Z44"
104804;"P08394"
101450;"Q9C5U1"
116757;"Q2XVA1"
11221;"P42262"
11461;"O88533"
102812;"P09610"
106197;"P28065"
101336;"P20645"
101355;"Q96P09"
104418;"Q183M1"
105638;"Q7Z418"
108365;"Q8CGU9"
105108;"P17157"
10579;"P51679"
105760;"P17568"
104882;"P43140"
105478;"P13504"
109932;"P52565"
11536;"Q92847"
10575;"P22437"
12791;"P30938"
107588;"P01103"
151;"P55017"
106167;"P08123"
107;"P28223"
105761;"P27815"
104070;"P21439"
116727;"Q6J4K2"
104681;"Q13547"
109554;"Q9H2M3"
20037;"O77669"
104530;"Q9F2F0"
104874;"O43924"
104990;"Q6B856"
100930;"Q9T0N8"
102888;"O41156"
19624;"O96935"
20021;"O15218"
108344;"P97819"
107974;"B3VTJ2"
104579;"Q4XXM4"
104128;"Q6ZWX6"
105243;"Q9NYQ3"
107925;"Q15750"
108023;"P45845"
101619;"P04694"
105367;"Q5QD11"
105832;"P66473"
104381;"P9WMW7"
103667;"O97447"
100576;"Q96662"
116887;"O75676"
105476;"P62343"
105567;"P47745"
11158;"Q01668"
104157;"P11021"
101522;"P00809"
11290;"Q9H3N8"
11760;"O88420"
110226;"P36639"
104706;"Q05586"
105439;"Q8I5C5"
105196;"Q93009"
109884;"P15539"
30000;"Q2M2I8"
116810;"P80193"
10351;"P23097"
102678;"P21860"
102728;"O60502"
101223;"Q8NCG7"
104290;"P09483"
104565;"Q6DLS0"
105133;"P01215"
102550;"Q9ZB22"
104766;"Q13748"
30023;"Q07912"
104715;"P26049"
108382;"P26616"
100960;"Q60641"
104121;"Q9UHJ3"
13079;"Q64326"
105597;"P22118"
106133;"P29460"
100459;"Q60492"
104847;"P18901"
108144;"Q9NR97"
103496;"P61244"
105739;"P07327"
107898;"P30281"
116812;"O88665"
104766;"Q3ZCM7"
104838;"P63079"
102692;"P14672"
107666;"P35234"
109704;"Q9BZX2"
100000;"Q00961"
104181;"Q9JN24"
104798;"P05556"
105018;"P46020"
105487;"Q9U5N1"
102878;"P9WIL5"
105655;"Q15392"
105735;"P72525"
11579;"P00326"
105686;"Q75YD8"
106152;"P30988"
12638;"P07812"
12841;"P70174"
10014;"P21556"
105246;"Q9UBM7"
104810;"Q9Z2W8"
106075;"Q2FW23"
104372;"P63252"
19692;"F4NA86"
11043;"P51511"
101580;"P03950"
106001;"Q9HWC6"
105830;"P0A7T3"
114861;"P23510"
150;"P54289"
11949;"P51577"
108122;"P40189"
106075;"Q2FW30"
105590;"P63158"
106;"P28222"
116750;"O08816"
101600;"Q04828"
116736;"Q86YT5"
104296;"P14635"
11250;"P11541"
106732;"Q8MWR2"
109471;"Q81W29"
69;"P12821"
105344;"Q9NWM0"
101053;"Q9Y5S2"
12170;"Q64640"
103963;"P07378"
108133;"P49654"
104407;"Q4U3Q4"
104744;"P28564"
106082;"P66322"
11867;"Q16706"
102418;"P34021"
10594;"O00408"
106198;"E0VXT9"
10158;"P09488"
10709;"P21398"
12753;"O88275"
10020;"Q15172"
103525;"Q9UL62"
10640;"P09660"
12106;"P13697"
104926;"P11229"
106001;"Q9I0A1"
104693;"P43140"
107915;"P48051"
104501;"P03126"
116917;"P62877"
12954;"O75493"
30033;"Q99640"
104823;"P00325"
104886;"P30994"
105036;"P16066"
116869;"P55211"
100176;"Q43077"
109838;"Q11203"
10634;"P43143"
100229;"P94451"
104129;"P33766"
109696;"P28845"
109876;"D3ZDM7"
10810;"Q14761"
100467;"P53985"
116778;"P68363"
18010;"A1ZA98"
10149;"P47205"
107893;"P20248"
100145;"P28715"
18008;"Q8X6S1"
102619;"O46128"
102833;"O35493"
105028;"P06628"
114868;"P0DMS9"
102902;"P47204"
109673;"P22760"
19684;"P02710"
103516;"O94759"
116730;"O08967"
101284;"O15648"
105075;"P08909"
11289;"P97612"
104543;"P57771"
104992;"P28335"
100830;"Q9NZ20"
104520;"O95235"
108392;"P06803"
103600;"Q9AEF9"
106141;"O14788"
106712;"P30572"
105527;"Q9C6L5"
104792;"P45452"
100835;"Q9BUB5"
103792;"Q8TDU9"
102585;"P10844"
105761;"Q9NP56"
106197;"P43686"
101037;"Q64669"
10669;"P04757"
11098;"Q9UBY0"
18;"P02918"
100327;"P79074"
101163;"P12746"
102795;"P36537"
102873;"P9WNX1"
105391;"Q03147"
12853;"O02824"
104809;"Q6P6W3"
107922;"Q6ZMT4"
103645;"O02768"
109833;"P15396"
107599;"P10810"
105008;"Q04631"
101270;"Q8TDR2"
19910;"P38435"
106200;"C4PKZ2"
109825;"O08689"
10913;"P30520"
100319;"P19256"
10791;"P07650"
109613;"P60487"
105114;"P35353"
11003;"P41968"
214;"P08173"
104791;"P31350"
104962;"P08172"
101586;"P32755"
102410;"P38260"
108439;"O43613"
103435;"P20794"
12405;"P51678"
100990;"Q13546"
30027;"Q15375"
102967;"Q93QD4"
103863;"Q9EYV8"
1;"O43451"
108402;"Q09028"
102894;"Q9GSW0"
100992;"Q13705"
105832;"Q8CWV0"
101246;"P16152"
12102;"Q00959"
103723;"P35561"
108;"P28335"
103603;"Q9XAY4"
100286;"P30552"
105037;"Q01337"
104378;"Q9KM66"
10545;"P49651"
103744;"Q6QLK5"
100975;"Q9UPE1"
10051;"O43293"
110530;"Q5XI64"
104301;"P18506"
104688;"O14764"
104188;"P13639"
104841;"P46098"
10233;"Q63447"
105400;"P15651"
109908;"P30044"
103770;"Q9H2X9"
101602;"Q9NRM7"
104715;"P22723"
11541;"P19099"
102638;"O15392"
103752;"Q9XUB2"
11308;"P14550"
109595;"Q9EQH2"
106733;"E5L6Y1"
106651;"Q8I9V1"
10862;"Q04400"
107644;"O15021"
106075;"Q2FYU5"
116802;"Q5XJA0"
108358;"Q28590"
12887;"P54833"
104751;"P18090"
30022;"Q00536"
104971;"P13444"
107659;"Q96T88"
116713;"P67778"
12243;"P09470"
10307;"P10634"
103549;"P59676"
100411;"Q96KB5"
233;"P07766"
103898;"P00186"
104158;"Q02440"
105944;"P9WH33"
20155;"Q8CFK4"
105384;"Q8BQP8"
104096;"P12287"
104553;"Q91MA9"
12813;"Q01097"
106197;"P25787"
104977;"P24385"
106149;"P17181"
104386;"P34884"
109536;"Q9NS86"
100648;"P0A953"
10068;"P20151"
101538;"P31152"
104768;"P26010"
88;"P21728"
101503;"Q9H093"
104678;"Q13951"
108293;"Q61024"
100098;"P30291"
104961;"P24864"
10946;"O35379"
10853;"Q9UKR3"
106144;"Q89535"
114877;"Q9NR61"
104811;"P11274"
10034;"P30411"
100466;"Q97RU8"
104589;"P50747"
102968;"P09616"
116447;"Q9NYG8"
101396;"Q99661"
101027;"Q15058"
20033;"O70528"
103581;"Q2KHZ8"
10778;"Q9UIK4"
12788;"P06211"
101337;"P20916"
104472;"P13056"
105498;"P07910"
10257;"P68106"
100997;"Q14994"
104268;"Q96NT5"
322;"Q9Y6K1"
10013;"P00592"
100825;"P46549"
105830;"P02358"
105733;"Q53729"
17039;"P02550"
100030;"P0A6D3"
104763;"P26770"
11524;"P56481"
100643;"P14902"
101467;"O96214"
109802;"P04435"
106003;"H9U2W0"
104916;"P17442"
139;"P41972"
104906;"P35363"
100626;"P27008"
109717;"B4URE7"
10539;"P51579"
101426;"P26824"
104905;"P34903"
104273;"Q96S38"
10712;"P15289"
105229;"Q9Z148"
104141;"P34896"
11258;"P11157"
11866;"P24527"
105468;"Q8BVQ5"
104713;"P30543"
103471;"Q13435"
104305;"P04637"
104781;"Q02293"
105830;"P0A7Q1"
101149;"A2RP81"
101159;"P11413"
100977;"Q9UUZ3"
103445;"P22687"
104794;"P30543"
11458;"P43346"
11440;"P31644"
30045;"Q9UEE5"
100414;"P41279"
104938;"P49660"
10941;"P00568"
116801;"Q9JJX7"
105097;"P20292"
12914;"P25963"
103884;"O08498"
104847;"P61169"
103553;"Q3ZDS5"
108406;"P29597"
12166;"P12527"
108281;"P15379"
104681;"O15379"
105011;"P26011"
30051;"Q3U3Q1"
100001;"P19490"
17019;"O62664"
116833;"P28062"
10294;"P47936"
11415;"P09467"
116900;"Q99N13"
108397;"P04637"
104830;"P18084"
11405;"P08833"
105684;"P0AD65"
100966;"Q61337"
102391;"Q96PF2"
104730;"Q04206"
105214;"Q07969"
108294;"P97926"
104951;"P30874"
104695;"P19785"
108040;"Q05117"
104763;"Q03343"
100142;"P26435"
103539;"O88566"
10;"P0A8V2"
100037;"O53430"
100650;"P09382"
109998;"Q13427"
116898;"Q13509"
103933;"P76558"
101024;"P09923"
12384;"Q9Y2E5"
104705;"P28565"
101003;"Q63644"
105138;"Q77YF9"
107618;"Q15796"
109556;"P07727"
105074;"P15791"
103586;"B0M1D1"
12708;"Q01727"
107621;"A4Q9F0"
104558;"Q8TDX6"
104784;"P28335"
108031;"P42971"
104908;"O60894"
105205;"F6X9D9"
102613;"P01012"
102778;"Q9BXU1"
102903;"P25084"
106082;"P66496"
105738;"P54756"
275;"P19793"
103108;"Q93096"
20132;"Q01469"
116900;"Q8C2B3"
103513;"Q16690"
104000;"Q66ET0"
109448;"Q9Y227"
107649;"A0A072ZLE6"
101017;"P08487"
105121;"P48169"
107899;"P51946"
106197;"P62195"
10959;"P37230"
100907;"P36894"
11329;"Q03142"
11831;"Q60614"
104504;"Q8WQX9"
106198;"E0VMV7"
100578;"Q8WS26"
104592;"Q9UH92"
106151;"P05107"
12949;"P05093"
104293;"P05556"
103736;"Q194T2"
102684;"Q14376"
105595;"O95278"
104834;"P30542"
103899;"P14927"
104824;"Q62645"
103151;"Q9BXC0"
103925;"P00591"
10906;"P43405"
104778;"P13726"
104838;"P23574"
104688;"P47870"
102435;"P19621"
106175;"P24462"
104518;"Q2M1P5"
103821;"B8R6A5"
101460;"O94921"
10533;"Q03311"
12930;"P51787"
105702;"P31327"
103750;"Q9NR56"
109257;"Q56950"
103160;"P03452"
10759;"P13267"
104838;"P15431"
104793;"P21802"
109827;"Q96L73"
11112;"Q05769"
103861;"Q70YI1"
11362;"P42336"
104234;"Q8KHG4"
104895;"P17787"
105124;"P63165"
105760;"O95299"
104385;"Q9TSW7"
17051;"P08289"
104815;"P30560"
105239;"P54317"
101406;"Q9BW60"
105944;"P9WH37"
101301;"P49652"
99;"P23945"
10687;"P32211"
105760;"O00217"
106710;"P04416"
102853;"P14206"
100598;"P97584"
108412;"P23921"
116891;"P48548"
109528;"P08176"
10725;"P17735"
103053;"P04799"
101105;"P10605"
10842;"Q16513"
103699;"Q9HC29"
104821;"P35439"
105700;"A2PZ98"
10981;"P16610"
20130;"P98170"
105395;"P48744"
103440;"P04401"
108146;"P63279"
10770;"P14784"
103567;"Q8R3I2"
104631;"Q6ZQN7"
104938;"P30935"
109759;"P29030"
108404;"P23458"
108012;"O88508"
104759;"Q9UBT2"
106198;"E0VAD1"
108307;"O43739"
109947;"G3H407"
20143;"Q16853"
102601;"P37747"
10198;"P22460"
18075;"Q9NY46"
12146;"Q9WVM4"
18074;"Q9EQ60"
104542;"Q78DX7"
108141;"P32297"
116689;"P97689"
12199;"Q63563"
102989;"Q964Q8"
109675;"Q9QZH8"
10752;"O14920"
106147;"P09693"
12899;"P29473"
104810;"Q9Z2W9"
161;"Q05586"
11977;"Q9WUD9"
106075;"Q2FW08"
101394;"P55088"
101257;"P46108"
105419;"O54988"
6;"P00374"
104951;"P30872"
105039;"P27815"
103791;"Q9NSD7"
104335;"P01584"
106001;"Q9HWE2"
101122;"Q9FBZ2"
116855;"Q8NDH3"
101593;"Q02224"
12592;"P14780"
104113;"Q8TCT0"
100308;"P15291"
108323;"Q61205"
105944;"P9WHD5"
24;"P04035"
103939;"C8Z4T0"
104199;"Q25615"
102709;"P48357"
12414;"Q9ULK4"
100938;"P06279"
115414;"O95393"
103096;"O54939"
108120;"P04756"
30044;"Q9P286"
11215;"P22061"
109484;"Q9TUP7"
105696;"Q86DI9"
20152;"Q7T3S7"
103609;"Q75VQ4"
100139;"Q8HYC3"
105233;"Q8ILW6"
103105;"P35626"
104415;"Q99MK2"
12732;"P39069"
105115;"O60911"
11292;"P19217"
105683;"P0AD68"
109914;"Q6P2M8"
109999;"P49795"
20066;"P0A7G6"
10568;"P11247"
101010;"Q9X6V3"
109959;"Q8VBX1"
106167;"P29400"
104009;"Q9BQF6"
102805;"Q01782"
116777;"Q15652"
14048;"P31074"
109637;"P16499"
20105;"P43236"
105830;"P60422"
102909;"Q9RMS5"
104397;"P42677"
10845;"Q13393"
102607;"Q6REX6"
30049;"Q9Y4K4"
109705;"P05177"
109487;"Q5HGF6"
12789;"Q29010"
109503;"Q99436"
12576;"P42338"
101025;"Q15004"
12879;"P02769"
30020;"P54762"
104771;"P20309"
104744;"P28565"
10417;"Q99572"
102409;"P42224"
100615;"P48766"
11414;"P18433"
102386;"P39045"
116832;"Q16518"
101299;"P49185"
158;"Q02643"
106637;"Q31945"
103508;"Q9NPH5"
104524;"P19205"
105733;"P72355"
105683;"P24228"
105351;"Q9HC62"
116717;"F1RM69"
106001;"Q9HWF3"
107973;"Q8N3A8"
105769;"P08631"
104073;"Q99735"
106200;"C4PKZ6"
100636;"P17952"
103728;"P54578"
11189;"P09172"
109511;"P98139"
102564;"P00376"
109815;"P11507"
103443;"P0AG20"
102544;"Q8RN04"
105665;"Q9KID9"
105553;"Q9CAK8"
116866;"P10916"
116892;"Q13586"
104833;"P24530"
102597;"P0AB98"
105545;"Q9X721"
106082;"P66619"
116912;"Q6QA75"
11168;"P30550"
104950;"P60903"
10326;"P00502"
104897;"Q15822"
101164;"P13423"
106075;"P0A0H0"
106639;"Q42840"
101222;"Q8N752"
101611;"Q9NZ08"
116862;"P02585"
10763;"P30099"
109554;"Q93088"
100306;"Q00194"
103976;"P32897"
10258;"P17706"
104861;"P21554"
105441;"Q53H47"
104943;"O00329"
103556;"Q50H31"
105577;"P0AES4"
109831;"Q9H867"
19649;"P0A6B4"
105606;"P25122"
101585;"P32301"
12619;"P10144"
116662;"Q91ZZ5"
12814;"P02773"
107970;"Q9NPI1"
104774;"P18507"
105105;"P08912"
103997;"Q38C41"
104838;"Q91ZM7"
104763;"Q8CFM9"
12704;"P02766"
12795;"P23526"
10092;"Q14117"
10945;"Q969S8"
107935;"P42356"
104198;"O43463"
105734;"O60840"
104303;"P08485"
109086;"Q5F2K2"
109948;"A4D1B5"
105831;"Q18CF1"
106001;"Q9HWE1"
106075;"Q2FXY6"
12030;"P33527"
108005;"O96028"
103536;"O14641"
104792;"P14780"
325;"Q25704"
104874;"P18545"
103996;"Q2TB90"
104821;"Q00960"
106730;"A3EZJ9"
101358;"Q96PN6"
108130;"P42702"
102419;"Q59388"
163;"Q07869"
116797;"Q03135"
116711;"Q9NPB1"
10869;"Q9BY41"
104965;"P30281"
106600;"O35505"
104685;"P05106"
100190;"Q13724"
20004;"Q4FZV0"
104075;"O54915"
106197;"P55036"
104844;"P54646"
109523;"O15355"
106075;"Q2FW16"
10187;"P42575"
109874;"O15382"
105379;"Q9QUH6"
203;"P31358"
109568;"Q9NQZ5"
109720;"P03469"
100932;"Q9UBT6"
116887;"O75582"
11359;"Q08499"
101466;"O95870"
102971;"P0A4L9"
104514;"A1A4K5"
104438;"C3SIU2"
106581;"H6TY12"
106570;"D0E0C1"
105832;"Q8CWV6"
105944;"P9WH93"
106001;"Q9HWF4"
106197;"P28070"
104459;"P25799"
105769;"P09769"
102591;"P06873"
116855;"P15144"
17095;"P55156"
12406;"P51682"
103882;"Q6JE29"
116833;"P49721"
11336;"Q15761"
20056;"P05181"
107912;"Q14164"
103128;"O14782"
11272;"Q99720"
102943;"P09367"
10189;"P15090"
11632;"Q29550"
101072;"P0C1U8"
104521;"Q9NR71"
103912;"P06132"
116791;"Q14249"
11320;"Q02769"
105760;"O95169"
12933;"P00787"
102442;"O42779"
104289;"P12392"
104200;"P68104"
106082;"P66097"
101519;"P00642"
104564;"P03483"
105760;"Q9BU61"
104838;"P16257"
103892;"B2ZTR6"
104228;"P78540"
103954;"Q47066"
10796;"P35353"
116891;"P63251"
12088;"P08575"
105170;"Q13115"
100449;"Q9GZV3"
106082;"P66555"
103867;"Q0VTR6"
103494;"P42573"
104557;"Q9H2U1"
101422;"P25051"
104207;"Q9QNF7"
12082;"P17105"
105549;"P49264"
105766;"P48443"
12741;"P16638"
100783;"Q9UBR2"
104731;"P09216"
106082;"Q9A1W7"
106145;"P9WPV3"
104399;"P49281"
100649;"P0A6R0"
101592;"Q00613"
10503;"P08185"
103512;"Q15717"
102431;"Q9HA47"
105566;"P13108"
103872;"Q840M4"
107622;"Q8CI15"
20113;"P55055"
103124;"P60033"
105460;"P10768"
10997;"Q61327"
100617;"P45578"
104681;"Q96DB2"
101239;"O14578"
11034;"Q64686"
100943;"P06855"
103717;"P09372"
114875;"O43557"
148;"P47901"
109086;"Q91765"
102890;"Q0PJ46"
104133;"Q60F97"
107637;"F1NJH8"
12;"P00747"
106711;"P06453"
104716;"Q862L2"
103756;"Q7RTX0"
103564;"Q8BMT9"
104869;"P12821"
108265;"P09768"
104786;"P19429"
103652;"Q6Y3N0"
103599;"Q8KKG1"
106075;"Q2G111"
108430;"Q8I701"
101415;"O75956"
103120;"P9WHE9"
13001;"P08253"
108118;"Q9UKL0"
17036;"P00956"
12693;"O00220"
105034;"P70579"
12477;"P04905"
113;"P30531"
108263;"P36196"
105365;"Q8CGZ2"
104883;"Q920D2"
104284;"P12392"
101155;"A5HJU3"
109562;"Q9Y294"
100892;"P24135"
11142;"P30082"
104922;"P00519"
109746;"Q14004"
11277;"P24347"
105212;"Q8BH82"
105647;"P50897"
108123;"P17252"
108342;"Q9ET22"
109817;"Q9Y4K3"
105830;"P0A7K2"
104693;"P22086"
102995;"P17811"
104687;"P19491"
101000;"Q63341"
104745;"Q15722"
104940;"Q13547"
106197;"P25789"
103922;"Q62640"
105090;"P18762"
106647;"Q70GC6"
107909;"Q13547"
18044;"P39898"
103843;"P41233"
105225;"Q9Y6E7"
105130;"O94925"
106075;"Q2FZ45"
106711;"P00825"
10429;"P42263"
104761;"Q02485"
11408;"P53779"
105764;"P10276"
12345;"P00517"
105830;"P0A7W1"
108051;"O88559"
105112;"P79208"
10087;"P27707"
101417;"O88351"
104893;"Q16602"
105734;"Q9Y698"
11744;"P49768"
104263;"P31228"
104867;"P29702"
116887;"P23443"
101132;"Q7TQN8"
105775;"Q962H3"
106082;"P66376"
10604;"P16586"
105944;"P9WH39"
105499;"Q96AG4"
