"tid";"molregno";"disease_efficacy"
12699;1377989;1
12670;608601;1
238;608601;1
104773;608601;1
104683;608601;1
10980;608601;1
238;165012;1
104773;165012;1
104799;165012;1
12840;165012;1
10906;1376100;1
168;191172;1
11409;1420377;1
11046;1420377;1
12670;714243;1
10938;714243;1
10938;1344709;1
12670;1344709;1
9;1927084;1
238;12911;1
104799;12911;1
104793;12922;1
104773;12922;1
10980;12922;1
11926;494834;1
12670;494834;1
238;494834;1
104773;494834;1
104799;494834;1
10980;1927263;1
10992;442178;1
118;682106;1
249;1051539;1
10580;1066574;1
250;1069144;1
11574;316774;1
10773;316774;1
11536;1267108;1
252;1279532;1
252;1279628;1
51;347877;1
11536;1376064;1
87;556582;1
252;1378017;1
129;1378025;1
127;1379609;1
107;1379609;1
108;1379609;1
104743;1379609;1
51;1379619;1
10580;1379654;1
12895;1383170;1
10167;1383170;1
51;1418061;1
72;1418061;1
130;1418061;1
90;1418061;1
101345;1439374;1
87;364983;1
11631;1525737;1
12023;1525737;1
140;1540484;1
19904;402280;1
252;410123;1
11536;22393;1
129;1592329;1
143;1626745;1
10627;1757098;1
114;361763;1
10280;454365;1
124;520543;1
114;1376089;1
226;545114;1
249;1378338;1
280;194619;1
138;1540477;1
104765;1540477;1
107;1590761;1
10184;388891;1
107;120674;1
249;94071;1
247;94071;1
246;1380056;1
112;1380047;1
249;1380073;1
226;1380043;1
107;1380024;1
249;182389;1
12910;457258;1
51;1121279;1
112;73070;1
249;30255;1
247;30255;1
11869;1360388;1
11003;1360388;1
10142;1360388;1
119;1927264;1
282;1927033;1
11758;1380126;1
103749;1380624;1
103801;1380624;1
11758;1380990;1
117;1376245;1
11261;1376245;1
11265;1376245;1
118;1926803;1
118;1380578;1
72;596524;1
10635;1422241;1
10511;1380041;1
104;1380041;1
105639;1380041;1
104706;1380041;1
265;1376153;1
104283;1376151;1
11839;3103;1
12005;3103;1
11125;3103;1
10397;3103;1
105510;3103;1
109991;3103;1
20174;1562844;1
12659;1926892;1
238;568338;1
100079;568338;1
104799;568338;1
104773;568338;1
107;1926893;1
72;1926893;1
121;1926893;1
150;1927106;1
11959;1927106;1
109778;1121852;1
109779;1121862;1
106133;1121866;1
106132;1121866;1
109780;1121866;1
109781;1121867;1
109799;1121880;1
10917;1121886;1
10103;1121887;1
234;1121890;1
103854;1121894;1
234;1121895;1
10656;1121896;1
104335;1121897;1
12952;1121898;1
109782;1121906;1
106144;1121913;1
11695;1121914;1
11451;1121922;1
233;1121924;1
101207;1121934;1
104209;1121942;1
10656;1121943;1
106137;1121946;1
233;1121949;1
103092;1121951;1
109782;1121952;1
9;1380127;1
109783;1380140;1
109778;1380183;1
106142;1380245;1
181;1380307;1
104798;1380327;1
10476;1380329;1
185;1380474;1
11695;1380494;1
109804;1380644;1
109803;1380708;1
185;1380832;1
103854;1380833;1
10656;1380842;1
11695;1380877;1
106143;1380924;1
109786;1380941;1
106134;1380996;1
233;1381077;1
185;1381153;1
108251;1381233;1
81;1381416;1
190;1381443;1
106136;1381457;1
109788;1381459;1
109790;1381801;1
102678;1381846;1
109802;1382032;1
187;2039224;1
109805;1382066;1
109792;1382093;1
12952;2039251;1
12952;1380979;1
12952;2039268;1
12353;1626783;1
105734;1376106;1
74;433297;1
104905;132234;1
108438;1592332;1
104803;1356484;1
31000;609761;1
101164;1926775;1
109547;1121905;1
103470;1380150;1
100304;1626740;1
109807;2039198;1
105639;704633;1
12;2039197;1
93;675292;1
106137;1121857;1
116831;1382102;1
10627;630553;1
105708;183821;1
106220;1379629;1
106149;1380108;1
12693;1380112;1
12622;1380122;1
114957;1380125;1
103039;1380128;1
201;1380132;1
193;1380136;1
109707;1380141;1
105010;1380823;1
12622;1380968;1
109712;1380969;1
116871;1380978;1
16;1380984;1
116864;1380989;1
81258;1380993;1
116818;1381001;1
12;1381350;1
116818;1380544;1
35;1380835;1
207;1380838;1
116865;1380849;1
104766;1380894;1
105414;1380949;1
115;421145;1
104690;56713;1
105029;1376048;1
11398;259664;1
104706;390556;1
101567;1376063;1
10517;1161875;1
115;87493;1
104727;1376066;1
194;459679;1
106163;1376070;1
10517;140637;1
11416;1376080;1
104766;71256;1
104288;1376085;1
10495;474601;1
100146;470953;1
11;75302;1
104766;1376096;1
11140;460014;1
104725;1376101;1
105574;76250;1
104754;1376102;1
10584;248537;1
12704;1376107;1
11400;1376109;1
105574;1376114;1
36;1376116;1
116855;1376117;1
3;1376119;1
104766;1376122;1
11267;37095;1
116867;1376125;1
100;1376127;1
104907;365195;1
10102;1266257;1
104766;560750;1
104277;1376137;1
10102;1266270;1
10517;1334901;1
104750;1376149;1
104690;84655;1
107938;1763643;1
104293;1377237;1
10138;1377251;1
105574;143870;1
104791;1377737;1
104681;399340;1
194;1248742;1
104766;1383165;1
104292;433425;1
10588;192574;1
11140;599093;1
104681;36237;1
105639;139782;1
104766;52812;1
104766;1377913;1
12697;434834;1
20092;1340896;1
104750;353628;1
104766;1503492;1
10584;1377929;1
100166;1377931;1
105574;1377935;1
104106;319777;1
116833;322351;1
116866;1162025;1
104766;625898;1
109545;494280;1
10733;1377941;1
12704;1377945;1
10977;471176;1
105574;1377951;1
104725;1377953;1
194;628723;1
104988;81559;1
20092;1377981;1
10244;1377991;1
109545;651088;1
103588;1377996;1
12949;1265566;1
100933;624225;1
11140;1378024;1
20092;1142547;1
11140;1378032;1
207;1378035;1
252;122252;1
126;6706;1
51;367160;1
104899;1379068;1
104988;1379582;1
62;1379583;1
11907;1142450;1
12690;565417;1
103699;1379624;1
100304;1379628;1
104717;317540;1
116869;329498;1
100;302799;1
104717;447948;1
126;1179259;1
104727;103395;1
107;434796;1
104766;477344;1
104717;619010;1
104;388574;1
11682;649507;1
104753;21393;1
104717;515421;1
10138;154;1
105574;280181;1
12588;1380052;1
104750;183934;1
11140;234541;1
63;467796;1
100304;508147;1
116868;687792;1
105574;121457;1
11120;235143;1
137;514258;1
63;1380088;1
116832;1380091;1
116832;1380099;1
104706;1540481;1
100431;1175867;1
105759;1540486;1
116863;693510;1
101414;1540496;1
12723;2039417;1
162;1540511;1
13055;1167181;1
106151;1351456;1
18036;1592325;1
12909;1592333;1
10103;1592339;1
107891;1592340;1
116862;1592347;1
62;1592376;1
11653;1038786;1
62;1592382;1
126;277493;1
116860;1528018;1
100933;1626749;1
11663;1626751;1
105574;1626753;1
63;660844;1
107993;1763538;1
105759;1763557;1
12588;1763589;1
105574;1926756;1
12967;1926760;1
105574;429507;1
116860;1926837;1
115673;1926919;1
129;1589794;1
101280;1927034;1
104803;700566;1
20092;1166082;1
100643;1927218;1
104679;520269;1
87;318390;1
20092;1166082;1
105575;1377935;1
104706;1379068;1
100217;1379628;1
100476;1379628;1
100468;1379628;1
102423;1379628;1
102637;1379628;1
15;277493;1
10193;277493;1
51;1376102;1
11517;2039417;1
12721;2039417;1
20092;1592325;1
100933;1626751;1
105574;103395;1
11663;1626749;1
104768;1377237;1
11206;434834;1
11208;434834;1
12021;434834;1
10869;434834;1
100217;508147;1
100476;508147;1
11624;1377991;1
12014;1377991;1
10531;1926760;1
11729;1038786;1
10101;1038786;1
187;1038786;1
115397;1121857;1
103092;1380112;1
106160;1380969;1
106159;1380969;1
104830;433425;1
11500;1377929;1
12851;1377929;1
102873;190484;1
116917;5028;1
116917;63649;1
116917;63100;1
72;367160;1
11663;624225;1
104727;1379583;1
115414;1382102;1
115902;1380849;1
105103;1382061;1
104292;1382061;1
104830;1382061;1
104924;1382061;1
12661;1382061;1
104924;1382063;1
104515;1382064;1
114899;1382074;1
109790;1382077;1
12723;1382090;1
115990;1382107;1
106137;1380143;1
185;1380177;1
187;1380579;1
109784;1380579;1
103950;1380579;1
116118;1380579;1
188;1540521;1
181;1380620;1
109807;1763549;1
10656;1592358;1
100992;1626787;1
187;2039328;1
109798;1540520;1
115874;2039297;1
109798;1380947;1
108253;1380834;1
109785;1380834;1
109783;1121864;1
109789;1121871;1
114811;1121882;1
114981;1121884;1
188;2096395;1
105574;2096395;1
63;2096395;1
109546;1380156;1
114815;1380311;1
10476;1380532;1
109790;1380607;1
11140;2096408;1
109807;2096424;1
12592;2096425;1
116903;2096371;1
19904;2096380;1
104934;2096444;1
109546;1381774;1
108122;2096358;1
114847;1381000;1
109785;1380944;1
114957;1380524;1
234;1121950;1
10980;1121854;1
114839;1121855;1
104825;193817;1
109782;1121856;1
106137;1121857;1
115397;1121857;1
116918;1121859;1
114875;1121859;1
116919;1121860;1
109790;1121868;1
109790;1121869;1
103848;1121870;1
234;1121872;1
103092;1121874;1
10656;1121875;1
103491;1121876;1
234;1121877;1
103092;1121879;1
114893;1121883;1
104292;1121885;1
114876;1121888;1
101207;1121889;1
104258;1121893;1
108251;1121893;1
114864;1121893;1
114880;1121899;1
10476;1121900;1
10979;1121901;1
114899;1121908;1
105103;1121903;1
104292;1121903;1
104830;1121903;1
104924;1121903;1
100659;1121911;1
114916;1121915;1
114895;1121916;1
12627;1121920;1
104209;1121921;1
109789;1121923;1
185;1121925;1
195;1121927;1
185;1121928;1
10656;1121929;1
234;1121935;1
114957;1121936;1
114831;1121938;1
109824;1121944;1
104685;1121947;1
114817;1121948;1
10476;1121954;1
114818;1121956;1
101250;1121957;1
181;1121959;1
229;1380154;1
109789;1380284;1
188;1380295;1
233;1380295;1
9;1380304;1
109584;1380317;1
114855;1380385;1
103491;1380410;1
20143;1380433;1
10476;1380453;1
114895;1380514;1
182;1380636;1
11088;1380667;1
104258;1380697;1
108375;1380725;1
10476;1380741;1
10476;1380755;1
114842;1380767;1
12721;1380841;1
104209;1380855;1
104209;1380857;1
106140;1380878;1
12693;1380887;1
109789;1380926;1
114856;1380945;1
114861;1380986;1
185;1381005;1
196;1381008;1
109787;1381013;1
114849;1381051;1
109803;1381323;1
12662;1381361;1
108379;1381369;1
10100;1381417;1
105116;1381490;1
106151;1381490;1
106147;1381692;1
109789;1381703;1
81;1381707;1
101161;1381711;1
188;1381711;1
109546;1381726;1
10656;1381740;1
109546;1381748;1
114846;1381761;1
12662;1381772;1
107600;1381770;1
109546;1381774;1
11575;1381779;1
10580;1381783;1
12662;1381786;1
11695;1381792;1
108252;1381795;1
114918;1381795;1
234;1381797;1
109790;1381804;1
182;1381807;1
114862;1381817;1
114925;1381819;1
102660;1381821;1
114877;1381824;1
114933;1381827;1
9;1381830;1
9;1381831;1
101161;1381831;1
9;1381833;1
114936;1381837;1
102678;1381842;1
10210;1381850;1
17040;1381852;1
109548;1381857;1
109548;1381858;1
109548;1381861;1
109548;1381866;1
114820;1381867;1
109803;1381869;1
114916;1381871;1
114916;1381873;1
103744;1381882;1
103744;1381884;1
229;1381895;1
229;1381896;1
229;1381897;1
198;1381898;1
114881;1381900;1
109782;1381905;1
114915;1381907;1
10476;1381914;1
103491;1381915;1
109787;1381918;1
114823;1381921;1
11088;1381922;1
114814;1381925;1
12723;1381927;1
116920;1381938;1
114987;1381938;1
114873;1381938;1
114873;1381940;1
116920;1381940;1
114987;1381940;1
10359;1381951;1
81;1381960;1
109584;1926921;1
103854;1381968;1
104033;1381970;1
12353;1381979;1
197;1381984;1
184;1381995;1
114830;1382002;1
101337;1382013;1
114817;1382022;1
114817;1382023;1
114817;1382024;1
104258;1382025;1
185;1382027;1
17040;1382029;1
109802;1382031;1
17040;1382048;1
104209;1382053;1
10040;1382056;1
10040;1382057;1
108438;1926911;1
11758;1380602;1
109801;1380936;1
109545;2096419;1
116819;2096393;1
12946;2039237;1
10480;2039237;1
104;76760;1
129;1592326;1
116867;1377965;1
25;675842;1
105736;2039345;1
10656;2096372;1
102780;2096381;1
105430;2096359;1
116921;2096397;1
12252;2096360;1
114926;1926771;1
