"tid";"molregno";"disease_efficacy"
105574;624185;1
105575;598447;1
105575;10840;1
105575;51182;1
105575;418401;1
105575;368538;1
105575;674798;1
105577;675712;1
105577;674449;1
105577;146;1
105577;214701;1
105577;241;1
105577;210388;1
105577;674730;1
105577;246;1
105577;147;1
105577;674686;1
105577;65351;1
105577;557467;1
105578;1795;1
105578;674344;1
105578;1712;1
105578;674572;1
105597;57175;1
105736;543306;1
105737;581569;1
105737;51182;1
105737;624161;1
105737;480382;1
105734;674333;1
105734;136161;1
105734;88316;1
105734;1051353;1
105706;33889;1
105706;83515;1
105706;366271;1
105706;33986;1
106213;1381154;1
106214;255347;1
106215;47675;1
106215;169321;1
106216;378218;1
106216;63445;1
106217;378218;1
106218;222633;1
106219;314132;1
106220;314132;1
106221;674399;1
106221;674993;1
105636;1672744;1
105637;674684;1
105637;674645;1
105637;85649;1
105637;238127;1
105637;238429;1
105638;674684;1
105638;674645;1
105638;85649;1
105638;238127;1
105638;238429;1
105639;675468;1
105639;1229711;1
105639;83000;1
105639;674605;1
105639;89357;1
105639;674557;1
105639;38898;1
105639;674666;1
105639;674973;1
105639;674388;1
105639;65728;1
105639;150452;1
105639;674971;1
105639;675680;1
105639;674429;1
105639;2039153;1
105639;208749;1
105639;458912;1
105639;366279;1
105639;674394;1
105639;674792;1
105639;66016;1
105639;15086;1
105639;674770;1
105639;32027;1
105639;88739;1
105639;674391;1
105639;674285;1
105639;674548;1
105639;674974;1
105639;674346;1
105639;21845;1
105639;675014;1
105639;674415;1
105639;595277;1
105639;675705;1
105639;139014;1
105639;921;1
105639;674537;1
105639;83044;1
105639;674292;1
105639;38727;1
105639;6723;1
105639;674360;1
105639;674724;1
105639;39857;1
105670;674274;1
105670;674784;1
105670;705952;1
105670;28976;1
105670;674947;1
105670;780491;1
105670;674656;1
105671;59519;1
105671;674454;1
105671;6216;1
105671;550303;1
72;2261;1
105671;675692;1
105671;547836;1
72;1535336;1
105671;152751;1
72;7714;1
105671;675106;1
105671;674420;1
105671;674362;1
105671;583530;1
105671;674937;1
105671;674867;1
105671;5970;1
105671;466038;1
105671;675011;1
72;1038355;1
105671;34197;1
72;674862;1
105671;258371;1
105671;3859;1
105671;1369652;1
105671;549698;1
72;550155;1
72;674948;1
106003;16654;1
106004;16654;1
106005;338934;1
106006;338934;1
106202;1380812;1
106202;1381255;1
106205;675522;1
106206;1204086;1
106207;675374;1
106208;675563;1
106151;675481;1
106152;2096404;1
105735;674572;1
105735;1712;1
105735;674344;1
105735;1795;1
105602;674684;1
105602;674827;1
105602;674645;1
105602;85649;1
105602;238127;1
105602;238429;1
105603;674684;1
105603;674827;1
105603;674645;1
105603;85649;1
105603;238127;1
105603;238429;1
105604;674684;1
105604;238429;1
105604;674645;1
105604;85649;1
105604;238127;1
105831;704780;1
105832;675048;1
105830;26280;1
105832;559106;1
105944;674477;1
105944;1449186;1
105944;23522;1
106001;674731;1
106001;577488;1
106153;675406;1
106154;675490;1
106154;675572;1
106154;675562;1
106155;675814;1
106155;1285397;1
106155;675396;1
106155;675389;1
106156;675398;1
106157;675398;1
106158;675773;1
106158;675399;1
106159;675380;1
106159;675775;1
106160;675593;1
106160;675559;1
106160;675598;1
106161;675600;1
106162;699376;1
106163;675495;1
106164;456123;1
106165;675519;1
105707;49869;1
105707;150989;1
105707;31857;1
105707;31811;1
105707;31804;1
105708;31289;1
105708;674679;1
101164;1380904;1
105574;675597;1
105574;674533;1
105574;1449158;1
106212;575670;1
106009;580438;1
72;675105;1
106212;674309;1
105753;353011;1
106210;1369638;1
105574;675044;1
106544;353011;1
105574;674672;1
11291;16450;1
10260;16450;1
106202;1204085;1
106207;1380340;1
106159;1380340;1
106160;1380340;1
95;1380693;1
99;1380693;1
9;1377982;1
12456;685006;1
51;1379657;1
121;1379657;1
144;1379657;1
105048;1380104;1
104833;1376143;1
181;1121919;1
100097;1214046;1
104803;1626792;1
105639;139940;1
58;1377959;1
219;499120;1
12097;708075;1
104682;1378885;1
121;1592383;1
100;1592383;1
104758;1418091;1
121;1378002;1
100;1378002;1
104725;29890;1
106163;1592384;1
6;49931;1
188;1377982;1
12699;1377982;1
105761;86042;1
107948;674579;1
109551;442077;1
104679;458773;1
105670;1376097;1
104733;1376092;1
56;1379337;1
102709;1380123;1
10980;1121933;1
104209;1121941;1
11758;1380107;1
108157;1380942;1
108158;1380942;1
104681;435188;1
107948;1377622;1
43;1378013;1
105830;1377939;1
108435;1376147;1
108439;630322;1
107948;1763612;1
10653;1379656;1
20092;1380100;1
108436;353270;1
100417;1570706;1
143;1380085;1
105773;366860;1
11177;1448219;1
286;1376123;1
108437;1626777;1
104773;1592322;1
104799;1592322;1
104793;1592322;1
129;1449220;1
108438;1548671;1
11758;1380293;1
106149;1380943;1
104768;1121958;1
250;341603;1
103531;1417028;1
104799;1377974;1
129;1425665;1
104977;319858;1
104295;319858;1
194;1377952;1
160;1380344;1
109545;469866;1
106147;1121863;1
109546;1121863;1
106170;1380087;1
108438;1623950;1
108437;1381004;1
109547;1121939;1
109548;1626776;1
109549;1626764;1
109550;1626764;1
106163;1763559;1
10738;228354;1
21;228354;1
107934;1248741;1
109552;1248741;1
107908;1248741;1
109553;1248741;1
104681;1927217;1
12097;1926834;1
176;626138;1
11540;1376140;1
236;1626732;1
72;1378030;1
51;1378030;1
107;1378030;1
105683;685091;1
106163;674751;1
109554;675081;1
127;65605;1
105707;958409;1
104803;1825632;1
105764;13928;1
104372;675680;1
103531;675680;1
61;674281;1
61;14406;1
109555;547681;1
104568;1380450;1
127;674418;1
104679;674385;1
104707;674385;1
105024;674385;1
106163;1369656;1
108438;1503092;1
20092;1376072;1
11261;1927037;1
11265;1927037;1
117;1927037;1
12786;1927037;1
69;1926835;1
101400;1626748;1
12353;1381980;1
130;1339907;1
72;1339907;1
12353;1540527;1
250;2039301;1
11723;102584;1
35;1380135;1
72;1449229;1
107;1449229;1
51;1449229;1
109706;1926845;1
109707;1380106;1
105574;690661;1
109708;1380577;1
103470;1380695;1
228;1540509;1
11409;1540479;1
11046;1540479;1
105744;1926912;1
100622;1121878;1
106197;1927281;1
9;1121918;1
109709;1121881;1
109711;1592355;1
109712;1592355;1
100417;2039291;1
100079;2039291;1
109713;1379644;1
109714;1379644;1
143;406189;1
102767;1377990;1
20014;81913;1
12670;81913;1
105769;81913;1
10980;81913;1
104793;81913;1
104773;81913;1
20174;1926958;1
56;1927086;1
104799;1927009;1
104773;1927009;1
238;1927009;1
12670;1927009;1
104799;1102616;1
104773;1102616;1
238;1102616;1
12670;1102616;1
10773;364875;1
11400;1926946;1
11400;1926905;1
10752;1926938;1
104912;1927232;1
105744;1383172;1
11451;1926968;1
10980;1926968;1
105766;244636;1
104682;1927204;1
105764;1927022;1
56;1927023;1
56;1926895;1
56;1927205;1
56;52642;1
56;1927266;1
56;1528799;1
56;479591;1
20113;1927267;1
20113;1926896;1
11269;1926896;1
20113;515833;1
11269;515833;1
20113;1927087;1
11269;1927087;1
20113;441984;1
11269;441984;1
11180;1926962;1
11180;455243;1
25;436607;1
25;1926806;1
48;1927024;1
36;1927088;1
12227;1927144;1
133;1927144;1
12227;1926807;1
12227;1926963;1
12227;1927025;1
10188;1927065;1
133;1927025;1
103982;1927206;1
133;1927089;1
271;1746288;1
64;49481;1
56;1925392;1
10906;1927133;1
10919;1927133;1
10849;1927133;1
12694;1927133;1
12670;1927207;1
104799;1927207;1
8;1926964;1
109668;1301588;1
104799;1301588;1
105769;1301588;1
104773;1301588;1
11451;1927268;1
10938;1927090;1
9;1060577;1
188;1060577;1
12699;1060577;1
234;562391;1
12071;1927269;1
11678;1927269;1
12946;1927269;1
11451;486594;1
11177;1926897;1
10188;579815;1
109668;1412359;1
10612;1062422;1
104793;1927270;1
105106;1927271;1
100126;1927145;1
10904;1927145;1
11451;1927208;1
12840;1926808;1
10188;1927146;1
12913;1927146;1
10752;218011;1
12670;218011;1
109668;1289169;1
11409;1927092;1
11046;1927092;1
100417;1927209;1
9;1927093;1
188;1927093;1
12670;568339;1
100079;568339;1
104981;1926809;1
11082;1926809;1
10188;1926966;1
8;1927026;1
10434;1927026;1
104772;1290955;1
109737;1927272;1
9;263849;1
109746;452952;1
109750;1428626;1
10188;1343530;1
20139;1927027;1
109739;1927147;1
11902;1927028;1
100413;1927028;1
101034;1927028;1
10188;6836;1
12967;1348359;1
11400;1162276;1
12576;1927273;1
11177;1927273;1
11409;1671912;1
11046;1671912;1
12576;1927094;1
11362;1927094;1
12666;1926898;1
10695;1926898;1
30011;1927274;1
104793;1927210;1
100126;1927095;1
11242;1926810;1
9;430493;1
10188;167995;1
11678;71663;1
12829;71663;1
11626;71663;1
11451;1927148;1
11451;1926899;1
10980;1926899;1
11177;1927096;1
11939;1927096;1
11400;1927275;1
10056;1927275;1
100097;1763562;1
12913;1926969;1
12913;1331916;1
104799;1331916;1
100126;1342038;1
9;1342038;1
100079;1342038;1
100417;1926900;1
11242;1926900;1
104799;250604;1
104799;250483;1
238;1927276;1
12670;1927276;1
10980;1927276;1
197;1927276;1
104793;1927149;1
100906;1927149;1
104799;1927149;1
188;508707;1
10781;1927277;1
104799;1927277;1
12670;1926811;1
12840;1926811;1
10938;1926811;1
9;603809;1
188;603809;1
104681;603809;1
11177;1926901;1
12576;1926901;1
11362;1926901;1
104681;1926901;1
109668;520120;1
10980;520120;1
11451;1927214;1
12913;1927214;1
10980;1927214;1
109739;1927214;1
11400;1926812;1
11400;1927097;1
109750;1927097;1
11451;1926902;1
11639;1926813;1
11638;1926813;1
10919;1927098;1
30034;1927278;1
109750;1926815;1
10781;622556;1
20171;622556;1
109750;699312;1
11400;699312;1
11242;1926816;1
12576;1677842;1
10907;1248755;1
10188;1926817;1
105106;469313;1
104720;469313;1
104683;469313;1
9;1927279;1
100097;1926818;1
10907;1927280;1
10266;1927100;1
104799;1927100;1
9;1927029;1
10906;1927150;1
9;1926970;1
11362;1926904;1
9;1926982;1
11755;1926982;1
10140;1926982;1
11842;1926982;1
10434;1926982;1
11752;1926982;1
18033;1926982;1
12699;1926982;1
188;1926982;1
11451;1405757;1
12840;1927168;1
104799;430311;1
20014;1248758;1
10781;1248758;1
12670;1248758;1
8;1248758;1
104799;1926776;1
10188;1926923;1
109737;1927043;1
100126;1927112;1
10904;1927112;1
109739;1926924;1
10938;1926846;1
12944;1926925;1
12967;1927226;1
105106;1926983;1
105025;1926983;1
11451;1927156;1
104793;1927113;1
10188;1926847;1
100126;1927044;1
10904;1927044;1
103465;1927044;1
105760;1927169;1
10907;1926926;1
105106;1926849;1
20014;1671735;1
109668;1927227;1
11451;1517937;1
11379;1517937;1
11639;1926850;1
11638;1926850;1
11409;1377224;1
11046;1377224;1
10752;1927114;1
11362;1927228;1
109740;1797534;1
20014;428508;1
9;1926851;1
188;1926851;1
12666;1926852;1
10696;1926852;1
105025;1926852;1
100077;1927170;1
10907;625907;1
105760;1926984;1
109750;1449225;1
100097;1926777;1
188;1927229;1
238;1037721;1
104799;1037721;1
109750;1927171;1
11400;1927171;1
100909;1927171;1
109750;1075318;1
11400;1413663;1
9;1927045;1
10266;1927045;1
197;1927045;1
10434;1927045;1
10980;1926985;1
12967;1926986;1
11242;630975;1
10188;1273600;1
100080;1624674;1
20014;1926927;1
10781;1926927;1
11451;1322310;1
10919;1926778;1
109746;692957;1
9;1285213;1
11400;707528;1
11362;707528;1
234;1926853;1
12840;1926928;1
12840;1927230;1
11902;1927230;1
100413;1927230;1
101034;1927230;1
100126;1926854;1
10906;1926987;1
10188;1926988;1
11400;1927172;1
11362;1927172;1
109750;1926855;1
11400;1926855;1
10188;1141617;1
10849;1927231;1
10906;1927231;1
12071;361203;1
11678;361203;1
12946;361203;1
10919;1378738;1
10849;1378738;1
100126;1926929;1
11409;1926930;1
11046;1926930;1
10904;1926931;1
12967;1926856;1
11400;1521302;1
109750;1927173;1
12967;1927048;1
12071;1926932;1
11678;1926932;1
12946;1926932;1
12947;1926932;1
12829;1926932;1
11626;1926932;1
10188;340673;1
11409;1037777;1
11046;1037777;1
11177;1926990;1
11939;1926990;1
10188;320136;1
10120;320136;1
9;1927049;1
188;1927049;1
11451;1927174;1
12576;1926857;1
80;1926991;1
10188;1927233;1
10188;1926779;1
12967;1563660;1
10188;1037713;1
10188;621164;1
109750;1521160;1
11400;1521160;1
109737;1281325;1
11451;698457;1
109668;520055;1
12666;1926992;1
11678;430410;1
10188;1927050;1
188;1037718;1
188;1037736;1
9;1037736;1
104773;1441421;1
104799;1441421;1
10906;1926780;1
11409;1038036;1
11046;1038036;1
10781;1926781;1
10907;1566128;1
11451;1926993;1
10980;1926993;1
20014;1927175;1
11628;1926933;1
12071;1276066;1
11678;1276066;1
12829;1276066;1
11626;1276066;1
12670;1276066;1
10938;1276066;1
11177;1927116;1
109668;1927176;1
11242;1926782;1
11400;611731;1
109750;611731;1
20139;1927051;1
10849;431685;1
109750;1927234;1
11409;1926994;1
11046;1926994;1
100417;1926783;1
10938;1927177;1
8;1926934;1
234;1926934;1
105769;1926934;1
105106;1926784;1
105025;1926784;1
12967;1926785;1
10531;1926785;1
104981;574917;1
10980;1926786;1
100410;1927085;1
11451;1927085;1
188;1926960;1
10522;680196;1
107;631950;1
10280;1176030;1
10280;1378273;1
101400;1444852;1
101400;1625127;1
12895;366096;1
10167;366096;1
11280;1927052;1
101345;1927117;1
146;1927118;1
11631;1926787;1
259;1927178;1
11156;1927235;1
87;1927236;1
259;1927236;1
100431;1926935;1
12895;1927119;1
10167;1927119;1
12895;1926788;1
43;1926936;1
252;1926858;1
252;1927120;1
100010;1927120;1
252;329541;1
134;1926995;1
11522;1355745;1
11290;1262987;1
72;1927237;1
72;1926859;1
259;1733196;1
10473;1927179;1
114;1926860;1
114;1927180;1
114;77702;1
278;430009;1
278;1070029;1
278;1927053;1
280;1927053;1
43;1927121;1
219;1927121;1
179;1927122;1
250;1377197;1
109744;1763539;1
105681;1540524;1
109741;1540524;1
109742;1540524;1
109743;1540524;1
109744;1540524;1
11061;1544440;1
10266;1301682;1
10264;1301682;1
12670;1301682;1
197;1301682;1
104799;1301682;1
20014;1301682;1
30003;1301682;1
11177;1927054;1
109750;1926937;1
9;1926937;1
10980;1926937;1
197;1926937;1
109739;1927181;1
104683;1927181;1
100079;1927181;1
197;1927181;1
12670;1927181;1
10752;1926996;1
100077;1926939;1
12946;1926789;1
10480;1926789;1
10260;382857;1
10260;418623;1
10260;1926997;1
104283;478192;1
12770;1149921;1
12757;1149921;1
10417;1927055;1
105639;1927056;1
18061;1927057;1
18061;1926940;1
18061;1926861;1
18080;1926861;1
105639;1927058;1
10635;427222;1
10635;352807;1
10635;1422239;1
10635;1926862;1
20174;1442581;1
20174;1926863;1
20174;557248;1
20174;1926790;1
100097;1927042;1
11177;1926961;1
30011;1926804;1
10980;1927265;1
9;1926805;1
188;1926805;1
11409;1789648;1
10907;1927203;1
11847;2039196;1
18061;2039324;1
10417;2039367;1
104283;2039325;1
18072;38729;1
18075;38729;1
104801;38729;1
10511;38729;1
18016;38729;1
104825;38677;1
105639;38677;1
104737;1376719;1
104706;1383254;1
10260;1540490;1
10260;2039368;1
10260;2039369;1
101412;2039349;1
103167;2039286;1
104825;2039370;1
104825;2039350;1
104706;2039326;1
18061;2039351;1
19;1927059;1
19;1926864;1
104682;1379611;1
104682;1927238;1
104682;491;1
104682;1927123;1
109738;694933;1
109738;1377254;1
105765;119754;1
56;1927182;1
56;1926865;1
56;1378008;1
12949;1378008;1
19;1927239;1
19;1926866;1
104682;6341;1
11255;6341;1
174;313824;1
174;360298;1
174;328126;1
174;1926941;1
56;1926941;1
25;1626735;1
25;1927240;1
48;1927241;1
48;1927124;1
48;1927242;1
48;1442757;1
36;244434;1
36;1377964;1
36;1248744;1
163;1926942;1
163;1927125;1
163;247418;1
163;1927243;1
163;366667;1
163;1927183;1
133;149594;1
133;173090;1
163;305459;1
133;305459;1
12227;1926868;1
133;1927126;1
133;499717;1
133;1926869;1
133;699274;1
133;1927127;1
133;1927128;1
133;1376094;1
102767;1376094;1
57;175008;1
240;1377918;1
275;1096822;1
271;515180;1
64;1377377;1
64;592303;1
64;1377225;1
64;1377975;1
64;1926943;1
104683;582954;1
9;586744;1
188;586744;1
10980;586744;1
10979;586744;1
104799;1927184;1
12670;1927130;1
10980;1926870;1
11752;1926870;1
238;1926870;1
197;1926870;1
11451;1927061;1
100417;1927160;1
9;1927160;1
104981;1926914;1
9;1376112;1
188;1376112;1
10188;619398;1
104822;1927062;1
11409;1380102;1
11046;1380102;1
105757;1626739;1
109746;511261;1
8;494066;1
20014;494066;1
10781;494066;1
12670;494066;1
10938;494066;1
10849;494066;1
234;30847;1
10938;693474;1
100098;1297331;1
11400;616942;1
104793;1673970;1
105106;1439373;1
11451;1927185;1
11409;1037712;1
11046;1037712;1
188;1572454;1
102678;1572454;1
9;1572454;1
8;1926999;1
10434;1926999;1
109746;1926791;1
238;1363819;1
197;1363819;1
10980;1363819;1
11752;1363819;1
109750;1724957;1
11409;1410552;1
11046;1410552;1
11400;1220034;1
109750;1220034;1
11400;1926945;1
109750;1926945;1
10907;490644;1
10781;1927244;1
109750;1335704;1
10188;692415;1
188;1927245;1
9;1927245;1
104799;1927245;1
12699;1927245;1
234;570962;1
35;570962;1
11451;455596;1
100077;1926792;1
10938;1927064;1
11639;1926871;1
11638;1926871;1
11362;1567700;1
12670;1927186;1
104727;1927186;1
11400;1927000;1
12261;1037724;1
11407;1037724;1
11408;1037724;1
12261;1279264;1
11407;1279264;1
11408;1279264;1
11409;169054;1
11046;169054;1
10188;1380049;1
9;1927157;1
104773;1377998;1
12670;1377998;1
11902;1927001;1
10044;692515;1
11678;14221;1
12829;14221;1
11626;14221;1
12071;14221;1
12947;14221;1
8;1117804;1
104981;1927002;1
10266;1450297;1
104799;1450297;1
10264;1450297;1
11409;626299;1
12276;626299;1
11451;1592343;1
10980;1592343;1
9;604615;1
20014;520121;1
10781;520121;1
10980;520121;1
11926;520121;1
12670;520121;1
238;520121;1
12840;520121;1
11105;1927187;1
10919;1763569;1
11177;1927246;1
10906;1750027;1
12670;692959;1
238;692959;1
11451;692959;1
104773;692959;1
12913;692959;1
104799;692959;1
105106;1449226;1
105106;1626767;1
10919;1763568;1
10188;1376108;1
105744;1927003;1
104799;1927188;1
8;341327;1
11842;341327;1
188;1926874;1
234;1926874;1
11939;1592320;1
11177;1592320;1
100129;1927004;1
197;1927004;1
10980;1927004;1
12247;1380138;1
10188;1927131;1
234;1927005;1
35;1927005;1
10434;579824;1
10197;311715;1
11017;311715;1
13004;1540483;1
10188;1540498;1
12967;1592335;1
10938;1380093;1
12946;1763572;1
10480;1763572;1
11451;426232;1
11379;426232;1
104799;426232;1
12913;426232;1
109668;436277;1
105106;616367;1
11451;1172876;1
12670;205165;1
238;205165;1
197;205165;1
12670;1376121;1
238;1376121;1
11451;1376121;1
12627;1376121;1
10197;1927006;1
10938;1927066;1
11400;1619524;1
10980;424611;1
12946;1927067;1
12071;1927132;1
12946;1927132;1
11626;1927132;1
11409;453228;1
11046;453228;1
100909;1381735;1
11400;696704;1
109750;696704;1
11400;596528;1
109750;596528;1
10188;1927247;1
10188;619399;1
109668;436278;1
12071;559790;1
11678;559790;1
12946;559790;1
11902;559790;1
12840;1927007;1
12670;1927007;1
238;1927007;1
109750;441100;1
10906;1927248;1
10188;619384;1
10849;1927008;1
10906;1927008;1
10906;1927189;1
10906;460144;1
100126;568340;1
10980;568340;1
109750;470511;1
11400;1265685;1
109750;1265685;1
105106;1438174;1
109750;1563853;1
10752;1926794;1
109750;1824379;1
11400;1927215;1
109750;1927215;1
104981;1927190;1
10188;497877;1
238;1926875;1
10979;1926875;1
12670;1926875;1
104773;1926875;1
10980;1926875;1
11752;1926875;1
10188;328880;1
11939;387990;1
11177;387990;1
105769;442167;1
100129;442167;1
10266;442167;1
10264;442167;1
197;442167;1
10979;442167;1
10980;442167;1
11678;568337;1
12946;568337;1
10480;568337;1
12967;568337;1
10612;568337;1
104683;568337;1
105106;452471;1
11242;1626762;1
100995;1626762;1
10849;1592331;1
10188;619385;1
10188;193962;1
104773;1927250;1
104799;1927250;1
100126;1926876;1
10904;1926876;1
100129;1926832;1
9;1926832;1
188;1926832;1
238;1927251;1
104773;1927251;1
104799;1927251;1
104793;1927134;1
12670;1927134;1
238;1927134;1
104773;1927134;1
104799;1927134;1
109750;586852;1
104793;1193367;1
11451;1832976;1
11177;1927099;1
11451;1677558;1
11177;1926903;1
11400;1926848;1
109750;1926848;1
103797;1376069;1
250;171245;1
107;687528;1
124;714326;1
51;1054194;1
106;1054194;1
105;1054194;1
121;1054194;1
130;1173774;1
146;1270807;1
43;1275690;1
252;1279630;1
226;1333580;1
43;1333580;1
50;1333580;1
116;1347056;1
101400;1349878;1
226;345770;1
168;1364998;1
104691;1376073;1
176;1376098;1
168;1376128;1
10280;1376132;1
10627;1376150;1
121;1377256;1
100;1377256;1
155;1377256;1
107;1377256;1
108;1377256;1
125;1377256;1
104714;1377256;1
108;1377261;1
227;1377261;1
107;1377261;1
250;1377262;1
250;1377937;1
106;1378968;1
105;1378968;1
114;1379641;1
114;1380075;1
226;1380096;1
72;1377134;1
10580;1383167;1
11575;1383167;1
101400;1414543;1
10280;1421862;1
11574;1376134;1
10773;1376134;1
19904;1439217;1
10773;1439375;1
10280;1445925;1
129;1540491;1
19904;1540510;1
124;102752;1
43;1592336;1
47;1592336;1
219;1592336;1
279;1592338;1
43;1592348;1
10773;1592349;1
11280;1604993;1
10280;1607023;1
129;1626744;1
12895;1763555;1
10167;1763555;1
143;1763566;1
11280;1763588;1
114;402091;1
87;430253;1
129;324544;1
116;438452;1
252;471459;1
250;519979;1
10280;490011;1
11061;454842;1
124;515198;1
10280;454366;1
101400;1763585;1
10280;1926878;1
101400;1927252;1
12679;1926948;1
11575;1927135;1
10547;1927253;1
10280;1926879;1
134;1927191;1
20174;1926880;1
20174;1927192;1
11575;1926881;1
10580;1926881;1
146;1926795;1
10627;1927193;1
114;1927254;1
138;1927255;1
282;1926949;1
11631;1926950;1
10209;1927069;1
127;1927136;1
18061;1927020;1
259;1926882;1
250;1926833;1
11280;1927010;1
124;1926883;1
252;1927137;1
87;1927138;1
282;672805;1
10009;711568;1
12968;711568;1
107;1926951;1
72;1926951;1
259;378616;1
10580;1280906;1
20174;1264900;1
10547;1439366;1
11575;1927070;1
43;1926952;1
219;1927071;1
114;1927011;1
114;1927072;1
114;1927256;1
280;76361;1
134;391061;1
19904;1250535;1
19904;346036;1
20174;1626763;1
20174;1589277;1
20174;558931;1
10009;1927216;1
12968;1927216;1
129;1376099;1
100;1376099;1
121;1376099;1
129;1380001;1
136;1380001;1
137;1380001;1
249;298316;1
115;298316;1
11290;1763571;1
11290;1927194;1
11631;628156;1
168;1926884;1
118;1161221;1
11156;704238;1
11156;396930;1
104765;1376148;1
11522;189057;1
129;1927257;1
11574;320007;1
10773;320007;1
259;1927139;1
10034;564955;1
10473;1927073;1
252;1279531;1
252;1927258;1
114;1927012;1
252;1927012;1
252;624199;1
114;597839;1
11280;1926885;1
11280;1926886;1
11280;1927013;1
11280;1927195;1
107;603815;1
11280;1528559;1
250;1926796;1
104691;1927014;1
18080;1927014;1
18078;1927014;1
11336;1334397;1
11336;1926887;1
219;1147515;1
87;1927015;1
51;66547;1
106;1673031;1
107;1673031;1
148;572209;1
127;552841;1
114;1733801;1
87;318060;1
10653;1376126;1
176;433495;1
262;97869;1
168;1340183;1
43;1449166;1
51;258847;1
118;1926797;1
10927;582578;1
43;625730;1
118;26648;1
51;1051419;1
249;1380030;1
125;427183;1
282;1379842;1
226;32821;1
116;1449171;1
10034;1379995;1
11536;32222;1
17045;32222;1
115;59348;1
102767;59348;1
103829;59348;1
103830;59348;1
251;1383058;1
104743;1378980;1
249;179627;1
247;179627;1
10542;1121291;1
10542;143957;1
133;143957;1
250;460266;1
10982;6760;1
134;141205;1
116;141205;1
87;1379111;1
259;1379111;1
11522;705709;1
129;1377351;1
250;489439;1
106;1121299;1
105;1121299;1
20174;1121299;1
10142;622622;1
10142;1763586;1
19904;1377905;1
104908;1377905;1
134;1169899;1
109748;1927196;1
11003;1926953;1
11869;1926953;1
10034;1378134;1
102687;1380584;1
10473;1927197;1
10473;1926954;1
10473;1926798;1
10143;1926955;1
116;1927016;1
10227;467723;1
100031;467723;1
10919;1966506;1
10919;1927074;1
10752;1927017;1
12670;1763584;1
100410;1763584;1
10188;1927075;1
10260;349135;1
10260;1926888;1
10260;1927076;1
10260;1926956;1
10260;1927077;1
10260;1927078;1
12770;1149947;1
12757;1149947;1
165;1926889;1
11480;1926889;1
165;1927018;1
11480;1927018;1
104801;1927018;1
104283;316483;1
104706;1379917;1
10635;1422105;1
104706;681317;1
104297;1359153;1
104297;1927198;1
104706;1927079;1
104706;1926766;1
104706;704821;1
104706;1927200;1
10417;1926957;1
11904;1926890;1
10417;1173912;1
10635;707012;1
104297;19774;1
10635;1927080;1
18061;1926762;1
18080;1926800;1
104888;1927201;1
10511;1927021;1
10635;1927081;1
10635;1927140;1
10635;555345;1
10635;1926801;1
104714;1926801;1
10635;1927259;1
107887;209696;1
104898;209696;1
104283;154537;1
104283;404474;1
104283;1927202;1
104288;1927202;1
104283;1440335;1
104825;1926891;1
104902;1926891;1
11839;199699;1
104297;306619;1
11540;1927141;1
10260;1926802;1
11540;1926763;1
11839;369710;1
104825;14665;1
104902;14665;1
10511;603466;1
12659;367314;1
12659;1280563;1
20174;1280563;1
10580;1075798;1
10982;1927082;1
25;1626747;1
11925;1927142;1
9;1927083;1
104981;1926922;1
100410;1338727;1
109787;1381033;1
106140;1381696;1
104706;60106;1
104706;2039371;1
86;2039371;1
104825;1376139;1
106197;1376154;1
12376;1376139;1
10635;2039287;1
10635;2039220;1
104288;2039220;1
61;2039220;1
47;2039220;1
219;2039220;1
104283;2039221;1
105708;1380032;1
105639;1380032;1
104825;1380005;1
104825;712102;1
104825;712973;1
104737;1377430;1
105734;591640;1
104283;181427;1
104904;1376061;1
104904;2039288;1
104904;1380071;1
101412;2039289;1
101224;2039290;1
10260;2039264;1
104825;2039372;1
10260;2039327;1
104688;2039373;1
11881;252174;1
104682;6288;1
104682;103971;1
56;1927143;1
56;1117936;1
56;1672700;1
174;1927260;1
11180;574221;1
25;1376146;1
36;431456;1
163;1927261;1
163;598833;1
133;598833;1
163;520672;1
133;520672;1
163;311988;1
133;311988;1
163;33827;1
133;33827;1
133;1376261;1
133;1377023;1
133;1139916;1
10752;1139916;1
107924;1139916;1
271;1345403;1
64;1248747;1
64;1626738;1
11926;1248752;1
238;1248752;1
104773;1248752;1
12840;371147;1
12670;371147;1
104773;371147;1
104799;371147;1
12840;573133;1
12670;573133;1
238;573133;1
104773;573133;1
100079;573133;1
11451;1376152;1
8;361444;1
10434;361444;1
10781;363089;1
238;456867;1
104773;456867;1
104799;456867;1
9;1817518;1
10907;695878;1
104793;343041;1
104799;343041;1
104793;441029;1
104799;441029;1
11870;52141;1
11873;52141;1
109791;1381887;1
12038;52141;1
103453;52141;1
104320;52141;1
12670;597145;1
10938;597145;1
11902;597145;1
100413;597145;1
101034;597145;1
100079;597145;1
9;547496;1
188;547496;1
12699;547496;1
10919;617563;1
10938;617563;1
10188;619400;1
10120;619400;1
8;1927262;1
9;299120;1
188;299120;1
11678;14366;1
12946;14366;1
10480;14366;1
11626;14366;1
12071;14366;1
12829;14366;1
10919;1378029;1
10938;1378029;1
104799;715901;1
12946;1926959;1
10480;1926959;1
100126;1763574;1
11636;83217;1
11636;144959;1
11409;1677014;1
11046;1677014;1
12071;1376110;1
11678;1376110;1
12947;1376110;1
11626;1376110;1
20014;520053;1
10653;1334185;1
234;623658;1
35;623658;1
9;1377989;1
188;1377989;1
