"target_pref_name","target_chembl_id","publication_year","target_tid","go_pref_name","compound_count","PMID_count","disease_efficacy_count"
"Norepinephrine transporter","CHEMBL222",2015,100,"transmembrane transport",131,2,0
"Norepinephrine transporter","CHEMBL222",2016,100,"transmembrane transport",20,4,0
"Norepinephrine transporter","CHEMBL222",1999,100,"response to stress",12,1,0
"Norepinephrine transporter","CHEMBL222",2000,100,"response to stress",12,1,0
"Norepinephrine transporter","CHEMBL222",2001,100,"response to stress",3,1,0
"Norepinephrine transporter","CHEMBL222",2002,100,"response to stress",12,2,0
"Norepinephrine transporter","CHEMBL222",2003,100,"response to stress",31,3,0
"Norepinephrine transporter","CHEMBL222",2004,100,"response to stress",24,2,0
"Norepinephrine transporter","CHEMBL222",2005,100,"response to stress",78,9,0
"Norepinephrine transporter","CHEMBL222",2006,100,"response to stress",158,14,0
"Norepinephrine transporter","CHEMBL222",2007,100,"response to stress",137,15,1
"Norepinephrine transporter","CHEMBL222",2008,100,"response to stress",474,28,1
"Norepinephrine transporter","CHEMBL222",2009,100,"response to stress",368,20,1
"Norepinephrine transporter","CHEMBL222",2010,100,"response to stress",288,20,0
"Norepinephrine transporter","CHEMBL222",2011,100,"response to stress",196,14,1
"Norepinephrine transporter","CHEMBL222",2012,100,"response to stress",52,10,0
"Norepinephrine transporter","CHEMBL222",2013,100,"response to stress",128,14,3
"Norepinephrine transporter","CHEMBL222",2014,100,"response to stress",77,6,1
"Norepinephrine transporter","CHEMBL222",2015,100,"response to stress",131,2,0
"Norepinephrine transporter","CHEMBL222",2016,100,"response to stress",20,4,0
"Norepinephrine transporter","CHEMBL222",1999,100,"cell-cell signaling",12,1,0
"Norepinephrine transporter","CHEMBL222",2000,100,"cell-cell signaling",12,1,0
"Norepinephrine transporter","CHEMBL222",2001,100,"cell-cell signaling",3,1,0
"Norepinephrine transporter","CHEMBL222",2002,100,"cell-cell signaling",12,2,0
"Norepinephrine transporter","CHEMBL222",2003,100,"cell-cell signaling",31,3,0
"Norepinephrine transporter","CHEMBL222",2004,100,"cell-cell signaling",24,2,0
"Norepinephrine transporter","CHEMBL222",2005,100,"cell-cell signaling",78,9,0
"Norepinephrine transporter","CHEMBL222",2006,100,"cell-cell signaling",158,14,0
"Norepinephrine transporter","CHEMBL222",2007,100,"cell-cell signaling",137,15,1
"Norepinephrine transporter","CHEMBL222",2008,100,"cell-cell signaling",474,28,1
"Norepinephrine transporter","CHEMBL222",2009,100,"cell-cell signaling",368,20,1
"Norepinephrine transporter","CHEMBL222",2010,100,"cell-cell signaling",288,20,0
"Norepinephrine transporter","CHEMBL222",2011,100,"cell-cell signaling",196,14,1
"Norepinephrine transporter","CHEMBL222",2012,100,"cell-cell signaling",52,10,0
"Norepinephrine transporter","CHEMBL222",2013,100,"cell-cell signaling",128,14,3
"Norepinephrine transporter","CHEMBL222",2014,100,"cell-cell signaling",77,6,1
"Norepinephrine transporter","CHEMBL222",2015,100,"cell-cell signaling",131,2,0
"Norepinephrine transporter","CHEMBL222",2016,100,"cell-cell signaling",20,4,0
"Neutral amino acid transporter B(0)","CHEMBL3562162",2016,109758,"transport",20,1,0
"Neutral amino acid transporter B(0)","CHEMBL3562162",2016,109758,"transmembrane transport",20,1,0
"Neutral amino acid transporter B(0)","CHEMBL3562162",2016,109758,"symbiosis, encompassing mutualism through parasitism",20,1,0
"Neutral amino acid transporter B(0)","CHEMBL3562162",2016,109758,"locomotion",20,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"zymogen activation",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"transport",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"transmembrane transport",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"response to stress",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"positive regulation of catalytic activity",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"positive regulation of apoptotic process",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"neurological system process",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"multicellular organismal development",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"immune system process",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"homeostatic process",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"cofactor metabolic process",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"cellular nitrogen compound metabolic process",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"cell morphogenesis",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"cell differentiation",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"cell death",39,1,0
"Natural resistance-associated macrophage protein 2","CHEMBL1932895",2012,104399,"biosynthetic process",39,1,0
"NADPH oxidase 5","CHEMBL1926497",2011,104392,"transport",2,1,0
"NADPH oxidase 5","CHEMBL1926497",2013,104392,"transport",7,1,0
"NADPH oxidase 5","CHEMBL1926497",2011,104392,"response to stress",2,1,0
"NADPH oxidase 5","CHEMBL1926497",2013,104392,"response to stress",7,1,0
"NADPH oxidase 5","CHEMBL1926497",2011,104392,"multicellular organismal development",2,1,0
"NADPH oxidase 5","CHEMBL1926497",2013,104392,"multicellular organismal development",7,1,0
"NADPH oxidase 5","CHEMBL1926497",2011,104392,"metabolic process",2,1,0
"NADPH oxidase 5","CHEMBL1926497",2013,104392,"metabolic process",7,1,0
"NADPH oxidase 5","CHEMBL1926497",2011,104392,"cell proliferation",2,1,0
"NADPH oxidase 5","CHEMBL1926497",2013,104392,"cell proliferation",7,1,0
"NADPH oxidase 5","CHEMBL1926497",2011,104392,"cell division",2,1,0
"NADPH oxidase 5","CHEMBL1926497",2013,104392,"cell division",7,1,0
"NADPH oxidase 5","CHEMBL1926497",2011,104392,"cell death",2,1,0
"NADPH oxidase 5","CHEMBL1926497",2013,104392,"cell death",7,1,0
"NADPH oxidase 5","CHEMBL1926497",2011,104392,"cell cycle",2,1,0
"NADPH oxidase 5","CHEMBL1926497",2013,104392,"cell cycle",7,1,0
"NADPH oxidase 5","CHEMBL1926497",2011,104392,"anatomical structure formation involved in morphogenesis",2,1,0
"NADPH oxidase 5","CHEMBL1926497",2013,104392,"anatomical structure formation involved in morphogenesis",7,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"transport",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"transport",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"transport",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"transport",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"small molecule metabolic process",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"small molecule metabolic process",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"small molecule metabolic process",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"small molecule metabolic process",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"signal transduction",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"signal transduction",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"signal transduction",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"signal transduction",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"response to stress",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"response to stress",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"response to stress",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"response to stress",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"positive regulation of apoptotic process",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"positive regulation of apoptotic process",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"positive regulation of apoptotic process",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"positive regulation of apoptotic process",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"multicellular organismal development",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"multicellular organismal development",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"multicellular organismal development",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"multicellular organismal development",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"metabolic process",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"metabolic process",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"metabolic process",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"metabolic process",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"homeostatic process",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"homeostatic process",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"homeostatic process",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"homeostatic process",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"extracellular matrix organization",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"extracellular matrix organization",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"extracellular matrix organization",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"extracellular matrix organization",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"cofactor metabolic process",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"cofactor metabolic process",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"cofactor metabolic process",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"cofactor metabolic process",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"circulatory system process",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"circulatory system process",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"circulatory system process",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"circulatory system process",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"cellular nitrogen compound metabolic process",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"cellular nitrogen compound metabolic process",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"cellular nitrogen compound metabolic process",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"cellular nitrogen compound metabolic process",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"cell motility",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"cell motility",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"cell motility",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"cell motility",19,1,0
"NADPH oxidase 1","CHEMBL1287628",2010,103630,"anatomical structure formation involved in morphogenesis",1,1,0
"NADPH oxidase 1","CHEMBL1287628",2011,103630,"anatomical structure formation involved in morphogenesis",2,1,0
"NADPH oxidase 1","CHEMBL1287628",2013,103630,"anatomical structure formation involved in morphogenesis",3,1,0
"NADPH oxidase 1","CHEMBL1287628",2016,103630,"anatomical structure formation involved in morphogenesis",19,1,0
"Multidrug resistance-associated protein 5","CHEMBL2046258",2003,104559,"transport",4,1,0
"Multidrug resistance-associated protein 5","CHEMBL2046258",2012,104559,"transport",3,1,0
"Multidrug resistance-associated protein 5","CHEMBL2046258",2003,104559,"transmembrane transport",4,1,0
"Multidrug resistance-associated protein 5","CHEMBL2046258",2012,104559,"transmembrane transport",3,1,0
"Multidrug resistance-associated protein 5","CHEMBL2046258",2003,104559,"biosynthetic process",4,1,0
"Multidrug resistance-associated protein 5","CHEMBL2046258",2012,104559,"biosynthetic process",3,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2003,104069,"vesicle-mediated transport",18,2,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2004,104069,"vesicle-mediated transport",1,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2011,104069,"vesicle-mediated transport",2,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2003,104069,"transport",18,2,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2004,104069,"transport",1,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2011,104069,"transport",2,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2003,104069,"transmembrane transport",18,2,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2004,104069,"transmembrane transport",1,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2011,104069,"transmembrane transport",2,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2003,104069,"metabolic process",18,2,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2004,104069,"metabolic process",1,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2011,104069,"metabolic process",2,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2003,104069,"cellular component assembly",18,2,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2004,104069,"cellular component assembly",1,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2011,104069,"cellular component assembly",2,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2003,104069,"cell morphogenesis",18,2,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2004,104069,"cell morphogenesis",1,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2011,104069,"cell morphogenesis",2,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2003,104069,"anatomical structure formation involved in morphogenesis",18,2,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2004,104069,"anatomical structure formation involved in morphogenesis",1,1,0
"Multidrug resistance-associated protein 4","CHEMBL1743128",2011,104069,"anatomical structure formation involved in morphogenesis",2,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1996,12030,"transport",9,3,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1997,12030,"transport",2,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1998,12030,"transport",3,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1999,12030,"transport",2,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2001,12030,"transport",7,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2005,12030,"transport",4,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2006,12030,"transport",1,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2007,12030,"transport",2,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2008,12030,"transport",4,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2009,12030,"transport",3,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2011,12030,"transport",4,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2012,12030,"transport",1,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2013,12030,"transport",22,4,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2014,12030,"transport",27,3,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2015,12030,"transport",5,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2016,12030,"transport",48,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1996,12030,"transmembrane transport",9,3,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1997,12030,"transmembrane transport",2,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1998,12030,"transmembrane transport",3,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1999,12030,"transmembrane transport",2,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2001,12030,"transmembrane transport",7,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2005,12030,"transmembrane transport",4,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2006,12030,"transmembrane transport",1,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2007,12030,"transmembrane transport",2,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2008,12030,"transmembrane transport",4,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2009,12030,"transmembrane transport",3,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2011,12030,"transmembrane transport",4,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2012,12030,"transmembrane transport",1,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2013,12030,"transmembrane transport",22,4,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2014,12030,"transmembrane transport",27,3,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2015,12030,"transmembrane transport",5,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2016,12030,"transmembrane transport",48,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1996,12030,"small molecule metabolic process",9,3,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1997,12030,"small molecule metabolic process",2,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1998,12030,"small molecule metabolic process",3,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1999,12030,"small molecule metabolic process",2,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2001,12030,"small molecule metabolic process",7,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2005,12030,"small molecule metabolic process",4,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2006,12030,"small molecule metabolic process",1,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2007,12030,"small molecule metabolic process",2,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2008,12030,"small molecule metabolic process",4,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2009,12030,"small molecule metabolic process",3,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2011,12030,"small molecule metabolic process",4,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2012,12030,"small molecule metabolic process",1,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2013,12030,"small molecule metabolic process",22,4,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2014,12030,"small molecule metabolic process",27,3,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2015,12030,"small molecule metabolic process",5,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2016,12030,"small molecule metabolic process",48,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1996,12030,"lipid metabolic process",9,3,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1997,12030,"lipid metabolic process",2,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1998,12030,"lipid metabolic process",3,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",1999,12030,"lipid metabolic process",2,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2001,12030,"lipid metabolic process",7,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2005,12030,"lipid metabolic process",4,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2006,12030,"lipid metabolic process",1,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2007,12030,"lipid metabolic process",2,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2008,12030,"lipid metabolic process",4,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2009,12030,"lipid metabolic process",3,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2011,12030,"lipid metabolic process",4,2,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2012,12030,"lipid metabolic process",1,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2013,12030,"lipid metabolic process",22,4,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2014,12030,"lipid metabolic process",27,3,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2015,12030,"lipid metabolic process",5,1,0
"Multidrug resistance-associated protein 1","CHEMBL3004",2016,12030,"lipid metabolic process",48,2,0
"Multidrug and toxin extrusion protein 2","CHEMBL1743127",2011,104068,"transport",3,1,0
"Multidrug and toxin extrusion protein 2","CHEMBL1743127",2013,104068,"transport",24,1,0
"Multidrug and toxin extrusion protein 2","CHEMBL1743127",2011,104068,"transmembrane transport",3,1,0
"Multidrug and toxin extrusion protein 2","CHEMBL1743127",2013,104068,"transmembrane transport",24,1,0
"Multidrug and toxin extrusion protein 1","CHEMBL1743126",2011,104067,"transport",7,1,0
"Multidrug and toxin extrusion protein 1","CHEMBL1743126",2013,104067,"transport",41,1,0
"Multidrug and toxin extrusion protein 1","CHEMBL1743126",2011,104067,"transmembrane transport",7,1,0
"Multidrug and toxin extrusion protein 1","CHEMBL1743126",2013,104067,"transmembrane transport",41,1,0
"Monocarboxylate transporter 4","CHEMBL2073663",2000,104604,"transport",1,1,0
"Monocarboxylate transporter 4","CHEMBL2073663",2013,104604,"transport",10,1,0
"Monocarboxylate transporter 4","CHEMBL2073663",2000,104604,"transmembrane transport",1,1,0
"Monocarboxylate transporter 4","CHEMBL2073663",2013,104604,"transmembrane transport",10,1,0
"Monocarboxylate transporter 4","CHEMBL2073663",2000,104604,"small molecule metabolic process",1,1,0
"Monocarboxylate transporter 4","CHEMBL2073663",2013,104604,"small molecule metabolic process",10,1,0
"Monocarboxylate transporter 4","CHEMBL2073663",2000,104604,"immune system process",1,1,0
"Monocarboxylate transporter 4","CHEMBL2073663",2013,104604,"immune system process",10,1,0
"Monocarboxylate transporter 4","CHEMBL2073663",2000,104604,"cell motility",1,1,0
"Monocarboxylate transporter 4","CHEMBL2073663",2013,104604,"cell motility",10,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2005,100467,"transport",9,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2006,100467,"transport",30,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2014,100467,"transport",7,2,0
"Monocarboxylate transporter 1","CHEMBL4360",2016,100467,"transport",16,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2005,100467,"transmembrane transport",9,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2006,100467,"transmembrane transport",30,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2014,100467,"transmembrane transport",7,2,0
"Monocarboxylate transporter 1","CHEMBL4360",2016,100467,"transmembrane transport",16,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2005,100467,"small molecule metabolic process",9,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2006,100467,"small molecule metabolic process",30,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2014,100467,"small molecule metabolic process",7,2,0
"Monocarboxylate transporter 1","CHEMBL4360",2016,100467,"small molecule metabolic process",16,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2005,100467,"regulation of protein localization",9,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2006,100467,"regulation of protein localization",30,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2014,100467,"regulation of protein localization",7,2,0
"Monocarboxylate transporter 1","CHEMBL4360",2016,100467,"regulation of protein localization",16,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2005,100467,"microtubule-based process",9,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2006,100467,"microtubule-based process",30,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2014,100467,"microtubule-based process",7,2,0
"Monocarboxylate transporter 1","CHEMBL4360",2016,100467,"microtubule-based process",16,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2005,100467,"lipid metabolic process",9,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2006,100467,"lipid metabolic process",30,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2014,100467,"lipid metabolic process",7,2,0
"Monocarboxylate transporter 1","CHEMBL4360",2016,100467,"lipid metabolic process",16,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2005,100467,"immune system process",9,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2006,100467,"immune system process",30,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2014,100467,"immune system process",7,2,0
"Monocarboxylate transporter 1","CHEMBL4360",2016,100467,"immune system process",16,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2005,100467,"homeostatic process",9,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2006,100467,"homeostatic process",30,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2014,100467,"homeostatic process",7,2,0
"Monocarboxylate transporter 1","CHEMBL4360",2016,100467,"homeostatic process",16,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2005,100467,"cytoskeleton organization",9,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2006,100467,"cytoskeleton organization",30,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2014,100467,"cytoskeleton organization",7,2,0
"Monocarboxylate transporter 1","CHEMBL4360",2016,100467,"cytoskeleton organization",16,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2005,100467,"cell motility",9,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2006,100467,"cell motility",30,1,0
"Monocarboxylate transporter 1","CHEMBL4360",2014,100467,"cell motility",7,2,0
"Monocarboxylate transporter 1","CHEMBL4360",2016,100467,"cell motility",16,1,0
"Low affinity sodium-glucose cotransporter","CHEMBL1770047",2011,104139,"transport",30,3,0
"Low affinity sodium-glucose cotransporter","CHEMBL1770047",2011,104139,"transmembrane transport",30,3,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2012,104580,"transport",16,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2013,104580,"transport",23,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2012,104580,"small molecule metabolic process",16,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2013,104580,"small molecule metabolic process",23,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2012,104580,"signal transduction",16,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2013,104580,"signal transduction",23,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2012,104580,"response to stress",16,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2013,104580,"response to stress",23,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2012,104580,"positive regulation of catalytic activity",16,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2013,104580,"positive regulation of catalytic activity",23,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2012,104580,"metabolic process",16,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2013,104580,"metabolic process",23,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2012,104580,"lipid metabolic process",16,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2013,104580,"lipid metabolic process",23,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2012,104580,"cellular nitrogen compound metabolic process",16,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2013,104580,"cellular nitrogen compound metabolic process",23,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2012,104580,"biosynthetic process",16,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2013,104580,"biosynthetic process",23,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2012,104580,"amine metabolic process",16,1,0
"Long-chain fatty acid transport protein 1","CHEMBL2052038",2013,104580,"amine metabolic process",23,1,0
"L-type amino acid transporter 1","CHEMBL4459",2016,100160,"transport",3,1,0
"L-type amino acid transporter 1","CHEMBL4459",2016,100160,"transmembrane transport",3,1,0
"L-type amino acid transporter 1","CHEMBL4459",2016,100160,"multicellular organismal development",3,1,0
"L-type amino acid transporter 1","CHEMBL4459",2016,100160,"immune system process",3,1,0
"L-type amino acid transporter 1","CHEMBL4459",2016,100160,"cellular amino acid metabolic process",3,1,0
"L-type amino acid transporter 1","CHEMBL4459",2016,100160,"cell motility",3,1,0
