"target_pref_name","target_chembl_id","publication_year","target_tid","go_pref_name","compound_count","PMID_count","disease_efficacy_count"
"Serotonin transporter","CHEMBL228",2007,121,"transmembrane transport",340,26,0
"Serotonin transporter","CHEMBL228",2008,121,"transmembrane transport",606,35,0
"Serotonin transporter","CHEMBL228",2009,121,"transmembrane transport",437,24,0
"Serotonin transporter","CHEMBL228",2010,121,"transmembrane transport",402,26,0
"Serotonin transporter","CHEMBL228",2011,121,"transmembrane transport",175,14,0
"Serotonin transporter","CHEMBL228",2012,121,"transmembrane transport",65,8,0
"Serotonin transporter","CHEMBL228",2013,121,"transmembrane transport",233,25,1
"Serotonin transporter","CHEMBL228",2014,121,"transmembrane transport",180,14,0
"Serotonin transporter","CHEMBL228",2015,121,"transmembrane transport",127,6,0
"Serotonin transporter","CHEMBL228",2016,121,"transmembrane transport",69,9,0
"Serotonin transporter","CHEMBL228",1999,121,"response to toxic substance",13,1,0
"Serotonin transporter","CHEMBL228",2000,121,"response to toxic substance",12,1,0
"Serotonin transporter","CHEMBL228",2002,121,"response to toxic substance",17,2,0
"Serotonin transporter","CHEMBL228",2003,121,"response to toxic substance",4,1,0
"Serotonin transporter","CHEMBL228",2004,121,"response to toxic substance",77,6,0
"Serotonin transporter","CHEMBL228",2005,121,"response to toxic substance",142,12,0
"Serotonin transporter","CHEMBL228",2006,121,"response to toxic substance",199,16,0
"Serotonin transporter","CHEMBL228",2007,121,"response to toxic substance",340,26,0
"Serotonin transporter","CHEMBL228",2008,121,"response to toxic substance",606,35,0
"Serotonin transporter","CHEMBL228",2009,121,"response to toxic substance",437,24,0
"Serotonin transporter","CHEMBL228",2010,121,"response to toxic substance",402,26,0
"Serotonin transporter","CHEMBL228",2011,121,"response to toxic substance",175,14,0
"Serotonin transporter","CHEMBL228",2012,121,"response to toxic substance",65,8,0
"Serotonin transporter","CHEMBL228",2013,121,"response to toxic substance",233,25,1
"Serotonin transporter","CHEMBL228",2014,121,"response to toxic substance",180,14,0
"Serotonin transporter","CHEMBL228",2015,121,"response to toxic substance",127,6,0
"Serotonin transporter","CHEMBL228",2016,121,"response to toxic substance",69,9,0
"Serotonin transporter","CHEMBL228",1999,121,"response to stress",13,1,0
"Serotonin transporter","CHEMBL228",2000,121,"response to stress",12,1,0
"Serotonin transporter","CHEMBL228",2002,121,"response to stress",17,2,0
"Serotonin transporter","CHEMBL228",2003,121,"response to stress",4,1,0
"Serotonin transporter","CHEMBL228",2004,121,"response to stress",77,6,0
"Serotonin transporter","CHEMBL228",2005,121,"response to stress",142,12,0
"Serotonin transporter","CHEMBL228",2006,121,"response to stress",199,16,0
"Serotonin transporter","CHEMBL228",2007,121,"response to stress",340,26,0
"Serotonin transporter","CHEMBL228",2008,121,"response to stress",606,35,0
"Serotonin transporter","CHEMBL228",2009,121,"response to stress",437,24,0
"Serotonin transporter","CHEMBL228",2010,121,"response to stress",402,26,0
"Serotonin transporter","CHEMBL228",2011,121,"response to stress",175,14,0
"Serotonin transporter","CHEMBL228",2012,121,"response to stress",65,8,0
"Serotonin transporter","CHEMBL228",2013,121,"response to stress",233,25,1
"Serotonin transporter","CHEMBL228",2014,121,"response to stress",180,14,0
"Serotonin transporter","CHEMBL228",2015,121,"response to stress",127,6,0
"Serotonin transporter","CHEMBL228",2016,121,"response to stress",69,9,0
"Serotonin transporter","CHEMBL228",1999,121,"reproduction",13,1,0
"Serotonin transporter","CHEMBL228",2000,121,"reproduction",12,1,0
"Serotonin transporter","CHEMBL228",2002,121,"reproduction",17,2,0
"Serotonin transporter","CHEMBL228",2003,121,"reproduction",4,1,0
"Serotonin transporter","CHEMBL228",2004,121,"reproduction",77,6,0
"Serotonin transporter","CHEMBL228",2005,121,"reproduction",142,12,0
"Serotonin transporter","CHEMBL228",2006,121,"reproduction",199,16,0
"Serotonin transporter","CHEMBL228",2007,121,"reproduction",340,26,0
"Serotonin transporter","CHEMBL228",2008,121,"reproduction",606,35,0
"Serotonin transporter","CHEMBL228",2009,121,"reproduction",437,24,0
"Serotonin transporter","CHEMBL228",2010,121,"reproduction",402,26,0
"Serotonin transporter","CHEMBL228",2011,121,"reproduction",175,14,0
"Serotonin transporter","CHEMBL228",2012,121,"reproduction",65,8,0
"Serotonin transporter","CHEMBL228",2013,121,"reproduction",233,25,1
"Serotonin transporter","CHEMBL228",2014,121,"reproduction",180,14,0
"Serotonin transporter","CHEMBL228",2015,121,"reproduction",127,6,0
"Serotonin transporter","CHEMBL228",2016,121,"reproduction",69,9,0
"Serotonin transporter","CHEMBL228",1999,121,"protein complex assembly",13,1,0
"Serotonin transporter","CHEMBL228",2000,121,"protein complex assembly",12,1,0
"Serotonin transporter","CHEMBL228",2002,121,"protein complex assembly",17,2,0
"Serotonin transporter","CHEMBL228",2003,121,"protein complex assembly",4,1,0
"Serotonin transporter","CHEMBL228",2004,121,"protein complex assembly",77,6,0
"Serotonin transporter","CHEMBL228",2005,121,"protein complex assembly",142,12,0
"Serotonin transporter","CHEMBL228",2006,121,"protein complex assembly",199,16,0
"Serotonin transporter","CHEMBL228",2007,121,"protein complex assembly",340,26,0
"Serotonin transporter","CHEMBL228",2008,121,"protein complex assembly",606,35,0
"Serotonin transporter","CHEMBL228",2009,121,"protein complex assembly",437,24,0
"Serotonin transporter","CHEMBL228",2010,121,"protein complex assembly",402,26,0
"Serotonin transporter","CHEMBL228",2011,121,"protein complex assembly",175,14,0
"Serotonin transporter","CHEMBL228",2012,121,"protein complex assembly",65,8,0
"Serotonin transporter","CHEMBL228",2013,121,"protein complex assembly",233,25,1
"Serotonin transporter","CHEMBL228",2014,121,"protein complex assembly",180,14,0
"Serotonin transporter","CHEMBL228",2015,121,"protein complex assembly",127,6,0
"Serotonin transporter","CHEMBL228",2016,121,"protein complex assembly",69,9,0
"Serotonin transporter","CHEMBL228",1999,121,"neurological system process",13,1,0
"Serotonin transporter","CHEMBL228",2000,121,"neurological system process",12,1,0
"Serotonin transporter","CHEMBL228",2002,121,"neurological system process",17,2,0
"Serotonin transporter","CHEMBL228",2003,121,"neurological system process",4,1,0
"Serotonin transporter","CHEMBL228",2004,121,"neurological system process",77,6,0
"Serotonin transporter","CHEMBL228",2005,121,"neurological system process",142,12,0
"Serotonin transporter","CHEMBL228",2006,121,"neurological system process",199,16,0
"Serotonin transporter","CHEMBL228",2007,121,"neurological system process",340,26,0
"Serotonin transporter","CHEMBL228",2008,121,"neurological system process",606,35,0
"Serotonin transporter","CHEMBL228",2009,121,"neurological system process",437,24,0
"Serotonin transporter","CHEMBL228",2010,121,"neurological system process",402,26,0
"Serotonin transporter","CHEMBL228",2011,121,"neurological system process",175,14,0
"Serotonin transporter","CHEMBL228",2012,121,"neurological system process",65,8,0
"Serotonin transporter","CHEMBL228",2013,121,"neurological system process",233,25,1
"Serotonin transporter","CHEMBL228",2014,121,"neurological system process",180,14,0
"Serotonin transporter","CHEMBL228",2015,121,"neurological system process",127,6,0
"Serotonin transporter","CHEMBL228",2016,121,"neurological system process",69,9,0
"Serotonin transporter","CHEMBL228",1999,121,"multicellular organismal development",13,1,0
"Serotonin transporter","CHEMBL228",2000,121,"multicellular organismal development",12,1,0
"Serotonin transporter","CHEMBL228",2002,121,"multicellular organismal development",17,2,0
"Serotonin transporter","CHEMBL228",2003,121,"multicellular organismal development",4,1,0
"Serotonin transporter","CHEMBL228",2004,121,"multicellular organismal development",77,6,0
"Serotonin transporter","CHEMBL228",2005,121,"multicellular organismal development",142,12,0
"Serotonin transporter","CHEMBL228",2006,121,"multicellular organismal development",199,16,0
"Serotonin transporter","CHEMBL228",2007,121,"multicellular organismal development",340,26,0
"Serotonin transporter","CHEMBL228",2008,121,"multicellular organismal development",606,35,0
"Serotonin transporter","CHEMBL228",2009,121,"multicellular organismal development",437,24,0
"Serotonin transporter","CHEMBL228",2010,121,"multicellular organismal development",402,26,0
"Serotonin transporter","CHEMBL228",2011,121,"multicellular organismal development",175,14,0
"Serotonin transporter","CHEMBL228",2012,121,"multicellular organismal development",65,8,0
"Serotonin transporter","CHEMBL228",2013,121,"multicellular organismal development",233,25,1
"Serotonin transporter","CHEMBL228",2014,121,"multicellular organismal development",180,14,0
"Serotonin transporter","CHEMBL228",2015,121,"multicellular organismal development",127,6,0
"Serotonin transporter","CHEMBL228",2016,121,"multicellular organismal development",69,9,0
"Serotonin transporter","CHEMBL228",1999,121,"circulatory system process",13,1,0
"Serotonin transporter","CHEMBL228",2000,121,"circulatory system process",12,1,0
"Serotonin transporter","CHEMBL228",2002,121,"circulatory system process",17,2,0
"Serotonin transporter","CHEMBL228",2003,121,"circulatory system process",4,1,0
"Serotonin transporter","CHEMBL228",2004,121,"circulatory system process",77,6,0
"Serotonin transporter","CHEMBL228",2005,121,"circulatory system process",142,12,0
"Serotonin transporter","CHEMBL228",2006,121,"circulatory system process",199,16,0
"Serotonin transporter","CHEMBL228",2007,121,"circulatory system process",340,26,0
"Serotonin transporter","CHEMBL228",2008,121,"circulatory system process",606,35,0
"Serotonin transporter","CHEMBL228",2009,121,"circulatory system process",437,24,0
"Serotonin transporter","CHEMBL228",2010,121,"circulatory system process",402,26,0
"Serotonin transporter","CHEMBL228",2011,121,"circulatory system process",175,14,0
"Serotonin transporter","CHEMBL228",2012,121,"circulatory system process",65,8,0
"Serotonin transporter","CHEMBL228",2013,121,"circulatory system process",233,25,1
"Serotonin transporter","CHEMBL228",2014,121,"circulatory system process",180,14,0
"Serotonin transporter","CHEMBL228",2015,121,"circulatory system process",127,6,0
"Serotonin transporter","CHEMBL228",2016,121,"circulatory system process",69,9,0
"Serotonin transporter","CHEMBL228",1999,121,"cell-cell signaling",13,1,0
"Serotonin transporter","CHEMBL228",2000,121,"cell-cell signaling",12,1,0
"Serotonin transporter","CHEMBL228",2002,121,"cell-cell signaling",17,2,0
"Serotonin transporter","CHEMBL228",2003,121,"cell-cell signaling",4,1,0
"Serotonin transporter","CHEMBL228",2004,121,"cell-cell signaling",77,6,0
"Serotonin transporter","CHEMBL228",2005,121,"cell-cell signaling",142,12,0
"Serotonin transporter","CHEMBL228",2006,121,"cell-cell signaling",199,16,0
"Serotonin transporter","CHEMBL228",2007,121,"cell-cell signaling",340,26,0
"Serotonin transporter","CHEMBL228",2008,121,"cell-cell signaling",606,35,0
"Serotonin transporter","CHEMBL228",2009,121,"cell-cell signaling",437,24,0
"Serotonin transporter","CHEMBL228",2010,121,"cell-cell signaling",402,26,0
"Serotonin transporter","CHEMBL228",2011,121,"cell-cell signaling",175,14,0
"Serotonin transporter","CHEMBL228",2012,121,"cell-cell signaling",65,8,0
"Serotonin transporter","CHEMBL228",2013,121,"cell-cell signaling",233,25,1
"Serotonin transporter","CHEMBL228",2014,121,"cell-cell signaling",180,14,0
"Serotonin transporter","CHEMBL228",2015,121,"cell-cell signaling",127,6,0
"Serotonin transporter","CHEMBL228",2016,121,"cell-cell signaling",69,9,0
"Serotonin transporter","CHEMBL228",1999,121,"cell differentiation",13,1,0
"Serotonin transporter","CHEMBL228",2000,121,"cell differentiation",12,1,0
"Serotonin transporter","CHEMBL228",2002,121,"cell differentiation",17,2,0
"Serotonin transporter","CHEMBL228",2003,121,"cell differentiation",4,1,0
"Serotonin transporter","CHEMBL228",2004,121,"cell differentiation",77,6,0
"Serotonin transporter","CHEMBL228",2005,121,"cell differentiation",142,12,0
"Serotonin transporter","CHEMBL228",2006,121,"cell differentiation",199,16,0
"Serotonin transporter","CHEMBL228",2007,121,"cell differentiation",340,26,0
"Serotonin transporter","CHEMBL228",2008,121,"cell differentiation",606,35,0
"Serotonin transporter","CHEMBL228",2009,121,"cell differentiation",437,24,0
"Serotonin transporter","CHEMBL228",2010,121,"cell differentiation",402,26,0
"Serotonin transporter","CHEMBL228",2011,121,"cell differentiation",175,14,0
"Serotonin transporter","CHEMBL228",2012,121,"cell differentiation",65,8,0
"Serotonin transporter","CHEMBL228",2013,121,"cell differentiation",233,25,1
"Serotonin transporter","CHEMBL228",2014,121,"cell differentiation",180,14,0
"Serotonin transporter","CHEMBL228",2015,121,"cell differentiation",127,6,0
"Serotonin transporter","CHEMBL228",2016,121,"cell differentiation",69,9,0
"Proton-coupled folate transporter","CHEMBL1795188",2010,104268,"transport",3,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2011,104268,"transport",1,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2012,104268,"transport",4,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2014,104268,"transport",6,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2015,104268,"transport",9,2,0
"Proton-coupled folate transporter","CHEMBL1795188",2010,104268,"transmembrane transport",3,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2011,104268,"transmembrane transport",1,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2012,104268,"transmembrane transport",4,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2014,104268,"transmembrane transport",6,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2015,104268,"transmembrane transport",9,2,0
"Proton-coupled folate transporter","CHEMBL1795188",2010,104268,"homeostatic process",3,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2011,104268,"homeostatic process",1,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2012,104268,"homeostatic process",4,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2014,104268,"homeostatic process",6,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2015,104268,"homeostatic process",9,2,0
"Proton-coupled folate transporter","CHEMBL1795188",2010,104268,"digestion",3,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2011,104268,"digestion",1,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2012,104268,"digestion",4,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2014,104268,"digestion",6,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2015,104268,"digestion",9,2,0
"Proton-coupled folate transporter","CHEMBL1795188",2010,104268,"cofactor metabolic process",3,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2011,104268,"cofactor metabolic process",1,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2012,104268,"cofactor metabolic process",4,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2014,104268,"cofactor metabolic process",6,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2015,104268,"cofactor metabolic process",9,2,0
"Proton-coupled folate transporter","CHEMBL1795188",2010,104268,"cellular nitrogen compound metabolic process",3,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2011,104268,"cellular nitrogen compound metabolic process",1,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2012,104268,"cellular nitrogen compound metabolic process",4,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2014,104268,"cellular nitrogen compound metabolic process",6,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2015,104268,"cellular nitrogen compound metabolic process",9,2,0
"Proton-coupled folate transporter","CHEMBL1795188",2010,104268,"cellular amino acid metabolic process",3,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2011,104268,"cellular amino acid metabolic process",1,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2012,104268,"cellular amino acid metabolic process",4,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2014,104268,"cellular amino acid metabolic process",6,1,0
"Proton-coupled folate transporter","CHEMBL1795188",2015,104268,"cellular amino acid metabolic process",9,2,0
"P-glycoprotein 1","CHEMBL4302",1995,11398,"transport",1,1,0
"P-glycoprotein 1","CHEMBL4302",1996,11398,"transport",2,1,0
"P-glycoprotein 1","CHEMBL4302",1998,11398,"transport",1,1,0
"P-glycoprotein 1","CHEMBL4302",1999,11398,"transport",1,1,0
"P-glycoprotein 1","CHEMBL4302",2000,11398,"transport",18,6,0
"P-glycoprotein 1","CHEMBL4302",2001,11398,"transport",40,10,0
"P-glycoprotein 1","CHEMBL4302",2002,11398,"transport",50,10,0
"P-glycoprotein 1","CHEMBL4302",2003,11398,"transport",23,6,0
"P-glycoprotein 1","CHEMBL4302",2004,11398,"transport",16,5,0
"P-glycoprotein 1","CHEMBL4302",2005,11398,"transport",3,1,0
"P-glycoprotein 1","CHEMBL4302",2006,11398,"transport",27,3,0
"P-glycoprotein 1","CHEMBL4302",2007,11398,"transport",164,4,1
"P-glycoprotein 1","CHEMBL4302",2008,11398,"transport",107,8,1
"P-glycoprotein 1","CHEMBL4302",2009,11398,"transport",63,3,1
"P-glycoprotein 1","CHEMBL4302",2010,11398,"transport",8,2,0
"P-glycoprotein 1","CHEMBL4302",2011,11398,"transport",12,3,0
"P-glycoprotein 1","CHEMBL4302",2012,11398,"transport",72,6,1
"P-glycoprotein 1","CHEMBL4302",2013,11398,"transport",88,12,1
"P-glycoprotein 1","CHEMBL4302",2014,11398,"transport",95,8,1
"P-glycoprotein 1","CHEMBL4302",2015,11398,"transport",152,9,0
"P-glycoprotein 1","CHEMBL4302",2016,11398,"transport",70,5,1
"P-glycoprotein 1","CHEMBL4302",1995,11398,"transmembrane transport",1,1,0
"P-glycoprotein 1","CHEMBL4302",1996,11398,"transmembrane transport",2,1,0
"P-glycoprotein 1","CHEMBL4302",1998,11398,"transmembrane transport",1,1,0
"P-glycoprotein 1","CHEMBL4302",1999,11398,"transmembrane transport",1,1,0
"P-glycoprotein 1","CHEMBL4302",2000,11398,"transmembrane transport",18,6,0
"P-glycoprotein 1","CHEMBL4302",2001,11398,"transmembrane transport",40,10,0
"P-glycoprotein 1","CHEMBL4302",2002,11398,"transmembrane transport",50,10,0
"P-glycoprotein 1","CHEMBL4302",2003,11398,"transmembrane transport",23,6,0
"P-glycoprotein 1","CHEMBL4302",2004,11398,"transmembrane transport",16,5,0
"P-glycoprotein 1","CHEMBL4302",2005,11398,"transmembrane transport",3,1,0
"P-glycoprotein 1","CHEMBL4302",2006,11398,"transmembrane transport",27,3,0
"P-glycoprotein 1","CHEMBL4302",2007,11398,"transmembrane transport",164,4,1
"P-glycoprotein 1","CHEMBL4302",2008,11398,"transmembrane transport",107,8,1
"P-glycoprotein 1","CHEMBL4302",2009,11398,"transmembrane transport",63,3,1
"P-glycoprotein 1","CHEMBL4302",2010,11398,"transmembrane transport",8,2,0
"P-glycoprotein 1","CHEMBL4302",2011,11398,"transmembrane transport",12,3,0
"P-glycoprotein 1","CHEMBL4302",2012,11398,"transmembrane transport",72,6,1
"P-glycoprotein 1","CHEMBL4302",2013,11398,"transmembrane transport",88,12,1
"P-glycoprotein 1","CHEMBL4302",2014,11398,"transmembrane transport",95,8,1
"P-glycoprotein 1","CHEMBL4302",2015,11398,"transmembrane transport",152,9,0
"P-glycoprotein 1","CHEMBL4302",2016,11398,"transmembrane transport",70,5,1
"P-glycoprotein 1","CHEMBL4302",1995,11398,"immune system process",1,1,0
"P-glycoprotein 1","CHEMBL4302",1996,11398,"immune system process",2,1,0
"P-glycoprotein 1","CHEMBL4302",1998,11398,"immune system process",1,1,0
"P-glycoprotein 1","CHEMBL4302",1999,11398,"immune system process",1,1,0
"P-glycoprotein 1","CHEMBL4302",2000,11398,"immune system process",18,6,0
"P-glycoprotein 1","CHEMBL4302",2001,11398,"immune system process",40,10,0
"P-glycoprotein 1","CHEMBL4302",2002,11398,"immune system process",50,10,0
"P-glycoprotein 1","CHEMBL4302",2003,11398,"immune system process",23,6,0
"P-glycoprotein 1","CHEMBL4302",2004,11398,"immune system process",16,5,0
"P-glycoprotein 1","CHEMBL4302",2005,11398,"immune system process",3,1,0
"P-glycoprotein 1","CHEMBL4302",2006,11398,"immune system process",27,3,0
"P-glycoprotein 1","CHEMBL4302",2007,11398,"immune system process",164,4,1
"P-glycoprotein 1","CHEMBL4302",2008,11398,"immune system process",107,8,1
"P-glycoprotein 1","CHEMBL4302",2009,11398,"immune system process",63,3,1
"P-glycoprotein 1","CHEMBL4302",2010,11398,"immune system process",8,2,0
"P-glycoprotein 1","CHEMBL4302",2011,11398,"immune system process",12,3,0
"P-glycoprotein 1","CHEMBL4302",2012,11398,"immune system process",72,6,1
"P-glycoprotein 1","CHEMBL4302",2013,11398,"immune system process",88,12,1
"P-glycoprotein 1","CHEMBL4302",2014,11398,"immune system process",95,8,1
"P-glycoprotein 1","CHEMBL4302",2015,11398,"immune system process",152,9,0
"P-glycoprotein 1","CHEMBL4302",2016,11398,"immune system process",70,5,1
"P-glycoprotein 1","CHEMBL4302",1995,11398,"cell proliferation",1,1,0
"P-glycoprotein 1","CHEMBL4302",1996,11398,"cell proliferation",2,1,0
"P-glycoprotein 1","CHEMBL4302",1998,11398,"cell proliferation",1,1,0
"P-glycoprotein 1","CHEMBL4302",1999,11398,"cell proliferation",1,1,0
"P-glycoprotein 1","CHEMBL4302",2000,11398,"cell proliferation",18,6,0
"P-glycoprotein 1","CHEMBL4302",2001,11398,"cell proliferation",40,10,0
"P-glycoprotein 1","CHEMBL4302",2002,11398,"cell proliferation",50,10,0
"P-glycoprotein 1","CHEMBL4302",2003,11398,"cell proliferation",23,6,0
"P-glycoprotein 1","CHEMBL4302",2004,11398,"cell proliferation",16,5,0
"P-glycoprotein 1","CHEMBL4302",2005,11398,"cell proliferation",3,1,0
"P-glycoprotein 1","CHEMBL4302",2006,11398,"cell proliferation",27,3,0
"P-glycoprotein 1","CHEMBL4302",2007,11398,"cell proliferation",164,4,1
"P-glycoprotein 1","CHEMBL4302",2008,11398,"cell proliferation",107,8,1
"P-glycoprotein 1","CHEMBL4302",2009,11398,"cell proliferation",63,3,1
"P-glycoprotein 1","CHEMBL4302",2010,11398,"cell proliferation",8,2,0
"P-glycoprotein 1","CHEMBL4302",2011,11398,"cell proliferation",12,3,0
"P-glycoprotein 1","CHEMBL4302",2012,11398,"cell proliferation",72,6,1
"P-glycoprotein 1","CHEMBL4302",2013,11398,"cell proliferation",88,12,1
"P-glycoprotein 1","CHEMBL4302",2014,11398,"cell proliferation",95,8,1
"P-glycoprotein 1","CHEMBL4302",2015,11398,"cell proliferation",152,9,0
"P-glycoprotein 1","CHEMBL4302",2016,11398,"cell proliferation",70,5,1
"P-glycoprotein 1","CHEMBL4302",1995,11398,"cell cycle",1,1,0
"P-glycoprotein 1","CHEMBL4302",1996,11398,"cell cycle",2,1,0
"P-glycoprotein 1","CHEMBL4302",1998,11398,"cell cycle",1,1,0
"P-glycoprotein 1","CHEMBL4302",1999,11398,"cell cycle",1,1,0
"P-glycoprotein 1","CHEMBL4302",2000,11398,"cell cycle",18,6,0
"P-glycoprotein 1","CHEMBL4302",2001,11398,"cell cycle",40,10,0
"P-glycoprotein 1","CHEMBL4302",2002,11398,"cell cycle",50,10,0
"P-glycoprotein 1","CHEMBL4302",2003,11398,"cell cycle",23,6,0
"P-glycoprotein 1","CHEMBL4302",2004,11398,"cell cycle",16,5,0
"P-glycoprotein 1","CHEMBL4302",2005,11398,"cell cycle",3,1,0
"P-glycoprotein 1","CHEMBL4302",2006,11398,"cell cycle",27,3,0
"P-glycoprotein 1","CHEMBL4302",2007,11398,"cell cycle",164,4,1
"P-glycoprotein 1","CHEMBL4302",2008,11398,"cell cycle",107,8,1
"P-glycoprotein 1","CHEMBL4302",2009,11398,"cell cycle",63,3,1
"P-glycoprotein 1","CHEMBL4302",2010,11398,"cell cycle",8,2,0
"P-glycoprotein 1","CHEMBL4302",2011,11398,"cell cycle",12,3,0
"P-glycoprotein 1","CHEMBL4302",2012,11398,"cell cycle",72,6,1
"P-glycoprotein 1","CHEMBL4302",2013,11398,"cell cycle",88,12,1
"P-glycoprotein 1","CHEMBL4302",2014,11398,"cell cycle",95,8,1
"P-glycoprotein 1","CHEMBL4302",2015,11398,"cell cycle",152,9,0
"P-glycoprotein 1","CHEMBL4302",2016,11398,"cell cycle",70,5,1
"Oligopeptide transporter small intestine isoform","CHEMBL4605",1995,10561,"transport",2,1,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",1996,10561,"transport",1,1,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",2001,10561,"transport",2,1,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",2004,10561,"transport",6,2,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",2005,10561,"transport",16,3,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",2006,10561,"transport",20,2,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",1995,10561,"transmembrane transport",2,1,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",1996,10561,"transmembrane transport",1,1,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",2001,10561,"transmembrane transport",2,1,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",2004,10561,"transmembrane transport",6,2,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",2005,10561,"transmembrane transport",16,3,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",2006,10561,"transmembrane transport",20,2,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",1995,10561,"digestion",2,1,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",1996,10561,"digestion",1,1,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",2001,10561,"digestion",2,1,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",2004,10561,"digestion",6,2,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",2005,10561,"digestion",16,3,0
"Oligopeptide transporter small intestine isoform","CHEMBL4605",2006,10561,"digestion",20,2,0
"Norepinephrine transporter","CHEMBL222",1999,100,"transport",12,1,0
"Norepinephrine transporter","CHEMBL222",2000,100,"transport",12,1,0
"Norepinephrine transporter","CHEMBL222",2001,100,"transport",3,1,0
"Norepinephrine transporter","CHEMBL222",2002,100,"transport",12,2,0
"Norepinephrine transporter","CHEMBL222",2003,100,"transport",31,3,0
"Norepinephrine transporter","CHEMBL222",2004,100,"transport",24,2,0
"Norepinephrine transporter","CHEMBL222",2005,100,"transport",78,9,0
"Norepinephrine transporter","CHEMBL222",2006,100,"transport",158,14,0
"Norepinephrine transporter","CHEMBL222",2007,100,"transport",137,15,1
"Norepinephrine transporter","CHEMBL222",2008,100,"transport",474,28,1
"Norepinephrine transporter","CHEMBL222",2009,100,"transport",368,20,1
"Norepinephrine transporter","CHEMBL222",2010,100,"transport",288,20,0
"Norepinephrine transporter","CHEMBL222",2011,100,"transport",196,14,1
"Norepinephrine transporter","CHEMBL222",2012,100,"transport",52,10,0
"Norepinephrine transporter","CHEMBL222",2013,100,"transport",128,14,3
"Norepinephrine transporter","CHEMBL222",2014,100,"transport",77,6,1
"Norepinephrine transporter","CHEMBL222",2015,100,"transport",131,2,0
"Norepinephrine transporter","CHEMBL222",2016,100,"transport",20,4,0
"Norepinephrine transporter","CHEMBL222",1999,100,"transmembrane transport",12,1,0
"Norepinephrine transporter","CHEMBL222",2000,100,"transmembrane transport",12,1,0
"Norepinephrine transporter","CHEMBL222",2001,100,"transmembrane transport",3,1,0
"Norepinephrine transporter","CHEMBL222",2002,100,"transmembrane transport",12,2,0
"Norepinephrine transporter","CHEMBL222",2003,100,"transmembrane transport",31,3,0
"Norepinephrine transporter","CHEMBL222",2004,100,"transmembrane transport",24,2,0
"Norepinephrine transporter","CHEMBL222",2005,100,"transmembrane transport",78,9,0
"Norepinephrine transporter","CHEMBL222",2006,100,"transmembrane transport",158,14,0
"Norepinephrine transporter","CHEMBL222",2007,100,"transmembrane transport",137,15,1
"Norepinephrine transporter","CHEMBL222",2008,100,"transmembrane transport",474,28,1
"Norepinephrine transporter","CHEMBL222",2009,100,"transmembrane transport",368,20,1
"Norepinephrine transporter","CHEMBL222",2010,100,"transmembrane transport",288,20,0
"Norepinephrine transporter","CHEMBL222",2011,100,"transmembrane transport",196,14,1
"Norepinephrine transporter","CHEMBL222",2012,100,"transmembrane transport",52,10,0
"Norepinephrine transporter","CHEMBL222",2013,100,"transmembrane transport",128,14,3
"Norepinephrine transporter","CHEMBL222",2014,100,"transmembrane transport",77,6,1
